,Paid up equity capital (net of forfeited equity capital),Reserves and Funds,Date,Total income,Total expenses,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Net cash flow from operating activities,Net cash inflow or (outflow) from investing activities,Months,Company,Equity,D/E,ROE,Net income margin ratio,ROA,Liabilities to equity ratio,Investing cash flow to operating cash flow
4418,254.76,11722.5,3/31/2020,9549.86,2786.05,14304.55,14304.55,1931.35,6840.22,3020.56,427.37,-294.63,12.0,Tata Chemicals Ltd.,11977.26,1.1943090489811525,57.110056891142044,2.2645535927112856,0.47818491319195644,1.1943090489811525,-0.6894026253597585
4419,254.76,13002.35,3/31/2021,3355.39,2864.69,15460.58,15460.58,1772.25,479.11,3136.24,671.75,-400.84,12.0,Tata Chemicals Ltd.,13257.11,1.1662104334956864,3.61398525017896,0.15276573221437137,0.030989134948365457,1.1662104334956864,-0.5967100855973204
4420,18.68,505.76,3/31/2013,622.53,544.68,807.97,807.97,199.87,93.69,597.77,91.26,-78.07,12.0,Tata Coffee Ltd.,524.4399999999999,1.5406338189306692,17.864770040424073,0.15673252254211487,0.11595727564142232,1.5406338189306692,-0.8554678939294322
4421,18.68,585.22,3/31/2014,693.16,617.14,880.92,880.92,195.9,106.57,647.87,40.4,-21.37,12.0,Tata Coffee Ltd.,603.9,1.4587183308494784,17.64696141745322,0.1644928766573541,0.12097579802933296,1.4587183308494784,-0.528960396039604
4422,18.68,659.7,3/31/2015,736.6,646.17,953.72,953.72,197.86,103.94,674.01,35.71,-5.51,12.0,Tata Coffee Ltd.,678.38,1.405878711046906,15.321796043515434,0.15421136184923073,0.10898376882103762,1.405878711046906,-0.15429851582189863
4423,18.68,760.5,3/31/2016,752.77,679.7,1260.68,1260.68,413.16,64.73,704.39,78.42,-19.75,12.0,Tata Coffee Ltd.,779.18,1.617957339767448,8.307451423291154,0.09189511492213122,0.051345305708030586,1.617957339767448,-0.2518490181076256
4424,18.68,878.59,3/31/2017,848.31,712.51,1176.12,1176.12,210.24,139.23,767.13,92.29,-51.5,12.0,Tata Coffee Ltd.,897.27,1.3107760205958072,15.517068440937509,0.18149466192170818,0.11838077747168657,1.3107760205958072,-0.5580236211940621
4425,18.68,901.47,3/31/2018,763.44,705.47,1207.53,1207.53,222.23,62.76,698.04,13.28,36.0,12.0,Tata Coffee Ltd.,920.15,1.3123186436993968,6.820627071673097,0.08990888774282277,0.0519738640033788,1.3123186436993968,2.710843373493976
4426,18.68,952.0,3/31/2019,772.95,699.56,1254.13,1254.13,215.01,71.58,705.07,41.62,-17.47,12.0,Tata Coffee Ltd.,970.68,1.2920117855523965,7.374211892693781,0.10152183471144709,0.05707542280305869,1.2920117855523965,-0.4197501201345507
4427,18.68,981.82,3/31/2020,783.07,710.67,1274.38,1274.38,204.58,73.21,713.11,47.47,11.62,12.0,Tata Coffee Ltd.,1000.5,1.2737431284357823,7.317341329335332,0.10266298327046317,0.05744754311900688,1.2737431284357823,0.24478618074573413
4428,18.68,1072.68,3/31/2021,815.25,728.92,1356.57,1356.57,199.17,100.8,740.63,28.68,45.89,12.0,Tata Coffee Ltd.,1091.3600000000001,1.2430087230611346,9.236182377950445,0.1361003470018768,0.07430504876268826,1.2430087230611346,1.6000697350069735
4429,18.68,1145.8,3/31/2022,887.24,876.79,1433.11,1433.11,208.82,101.84,814.63,-42.87,23.32,12.0,Tata Coffee Ltd.,1164.48,1.2306866584226435,8.745534487496565,0.1250138099505297,0.07106223527852015,1.2306866584226435,-0.5439701422906462
4430,285.0,7231.42,3/31/2013,4985.96,4510.72,16739.88,16739.88,3262.11,475.24,4416.12,1595.45,-521.95,12.0,Tata Communications Ltd.,7516.42,2.227108117960412,6.322690855487053,0.10761482930717463,0.02838968977077494,2.227108117960412,-0.3271490801968097
4431,285.0,7600.61,3/31/2014,5160.96,4618.53,17614.46,17614.46,3928.42,542.43,4446.62,1204.22,-1013.55,12.0,Tata Communications Ltd.,7885.61,2.2337472941218244,6.8787322730898435,0.12198703734521951,0.030794585811884097,2.2337472941218244,-0.8416651442427463
4432,285.0,8066.83,3/31/2015,5225.46,4539.06,18053.4,18053.4,3963.87,686.4,4402.15,1472.78,-1278.38,12.0,Tata Communications Ltd.,8351.83,2.161610090243695,8.218558088466839,0.15592380995649854,0.03802053906743328,2.161610090243695,-0.8680047257567323
4433,285.0,8610.74,3/31/2016,5595.42,5202.74,12987.31,12987.31,2973.36,392.68,4886.21,908.23,-850.25,12.0,Tata Communications Ltd.,8895.74,1.4599471207566768,4.414247718570912,0.0803649454280516,0.03023566851026117,1.4599471207566768,-0.936161544983099
4434,285.0,8970.21,3/31/2017,7459.23,6769.4,14416.75,14416.75,3235.43,689.83,5264.41,970.93,-864.51,12.0,Tata Communications Ltd.,9255.21,1.557690209082236,7.453423531178656,0.13103652641036698,0.04784920318379663,1.557690209082236,-0.8903937462020949
4435,285.0,8518.46,3/31/2018,5903.42,5636.79,14263.97,14263.97,3491.27,266.63,5276.53,1028.55,-61.23,12.0,Tata Communications Ltd.,8803.46,1.6202686216555764,3.0286955356189504,0.05053131508775654,0.018692551933297673,1.6202686216555764,-0.05953040688347674
4436,285.0,7913.88,3/31/2019,5779.25,6221.57,12957.81,12957.81,4012.17,-442.32,5416.72,1247.87,-1450.12,12.0,Tata Communications Ltd.,8198.880000000001,1.5804365962180198,-5.39488320355951,-0.08165827290315911,-0.03413539787973431,1.5804365962180198,-1.162076177806983
4437,285.0,7935.6,3/31/2020,6186.12,5977.34,13858.87,13858.87,4454.4,208.78,5809.3,1108.04,-1092.54,12.0,Tata Communications Ltd.,8220.6,1.6858708610077124,2.5397172955745324,0.03593892551598299,0.015064720283832664,1.6858708610077124,-0.9860113353308545
4438,285.0,8781.53,3/31/2021,6872.58,5909.92,14983.25,14983.25,3874.67,962.66,6289.75,1647.44,-1454.29,12.0,Tata Communications Ltd.,9066.53,1.652589248587938,10.61773357613111,0.15305218808378712,0.06424907813725327,1.652589248587938,-0.8827574904093624
4439,285.0,9517.63,3/31/2022,7416.04,6248.72,15493.93,15493.93,3653.4,1167.32,6647.47,2173.03,-1708.34,12.0,Tata Communications Ltd.,9802.63,1.580589086806296,11.908232790587832,0.17560365071222583,0.07534047204292262,1.580589086806296,-0.78615573646015
4440,195.72,32266.53,3/31/2013,50657.35,37871.01,43061.09,43061.09,9645.73,12786.34,48430.04,9156.95,-3479.59,12.0,Tata Consultancy Services Ltd.,32462.25,1.3264973931258615,39.3883356822155,0.2640167135934639,0.29693488947910984,1.3264973931258615,-0.37999443045992387
4441,195.87,43856.01,3/31/2014,68540.4,50065.55,57886.44,57886.44,12490.38,18474.92,64680.78,12941.93,-7186.75,12.0,Tata Consultancy Services Ltd.,44051.880000000005,1.3140515228861969,41.93900464633972,0.285632300661804,0.3191579927872572,1.3140515228861969,-0.5553074386895926
4442,195.87,45220.57,3/31/2015,78082.95,59333.25,63556.98,63556.98,16808.73,18749.55,73585.0,16319.89,612.98,12.0,Tata Consultancy Services Ltd.,45416.44,1.3994267274141259,41.28361888338231,0.2548012502548074,0.29500379029966495,1.3994267274141259,0.037560302183409326
4443,197.0,64816.0,3/31/2016,89621.0,66545.0,77948.0,77948.0,11804.0,23075.0,85867.0,17986.0,-4518.0,12.0,Tata Consultancy Services Ltd.,65013.0,1.1989602079584083,35.492901419716055,0.2687295468573492,0.29603068712474984,1.1989602079584083,-0.2511953741799177
4444,197.0,77825.0,3/31/2017,97380.0,73728.0,90746.0,90746.0,11049.0,23653.0,92698.0,23132.0,-15782.0,12.0,Tata Consultancy Services Ltd.,78022.0,1.1630822075824767,30.315808361744125,0.2551619236660985,0.2606506071892976,1.1630822075824767,-0.6822583434203701
4445,191.0,75675.0,3/31/2018,103587.0,78345.0,91777.0,91777.0,14413.0,25241.0,97361.0,21587.0,5634.0,12.0,Tata Consultancy Services Ltd.,75866.0,1.2097250415205758,33.27050325574039,0.2592516510717844,0.27502533314446975,1.2097250415205758,0.26099041089544633
4446,375.0,78523.0,3/31/2019,130797.0,100732.0,100567.0,100567.0,19328.0,30065.0,123177.0,23998.0,5883.0,12.0,Tata Consultancy Services Ltd.,78898.0,1.2746457451392939,38.10616238687926,0.24407965772830967,0.2989549255720067,1.2746457451392939,0.24514542878573214
4447,375.0,73993.0,3/31/2020,140837.0,107577.0,105480.0,105480.0,24048.0,33260.0,131308.0,26603.0,12829.0,12.0,Tata Consultancy Services Ltd.,74368.0,1.4183519793459554,44.72353700516351,0.25329759039814786,0.31532043989381875,1.4183519793459554,0.4822388452430177
4448,370.0,74424.0,3/31/2021,141467.0,110506.0,110991.0,110991.0,28895.0,30960.0,135970.0,33822.0,-4576.0,12.0,Tata Consultancy Services Ltd.,74794.0,1.4839559322940343,41.39369468139156,0.22769728616606605,0.27894153580020004,1.4839559322940343,-0.13529655253976702
4449,366.0,76807.0,3/31/2022,168808.0,130624.0,122746.0,122746.0,38222.0,38187.0,160362.0,36127.0,3642.0,12.0,Tata Consultancy Services Ltd.,77173.0,1.590530366838143,49.482331903645054,0.23812998091817264,0.3111058608834504,1.590530366838143,0.10081102776316882
4450,61.84,2256.44,3/31/2013,2504.22,2282.19,4559.65,4559.65,2143.11,260.57,2314.38,-62.2,107.18,12.0,Tata Consumer Products Ltd.,2318.28,1.9668245423331088,11.23979847128043,0.11258738841503987,0.057146930137181584,1.9668245423331088,-1.7231511254019294
4451,61.84,2511.41,3/31/2014,3124.92,2667.35,4950.25,4950.25,1871.97,462.67,2673.1,147.67,147.32,12.0,Tata Consumer Products Ltd.,2573.25,1.9237345768969203,17.979986398523266,0.17308368560846957,0.09346396646634009,1.9237345768969203,0.9976298503419788
4452,61.84,2438.54,3/31/2015,3111.07,2840.12,5011.32,5011.32,664.76,298.94,2860.5,50.22,128.53,12.0,Tata Consumer Products Ltd.,2500.38,2.0042233580495763,11.955782721026404,0.10450620520887957,0.059652945730865325,2.0042233580495763,2.5593389088012746
4453,63.11,3373.57,3/31/2016,3123.37,2900.8,4443.05,4443.05,810.57,226.49,2986.85,131.62,217.59,12.0,Tata Consumer Products Ltd.,3436.6800000000003,1.292832035569212,6.590372103309007,0.07582905067211276,0.05097624379649115,1.292832035569212,1.6531682115180064
4454,63.11,3721.44,3/31/2017,3173.43,2899.22,4441.81,4441.81,516.4,276.0,3063.89,506.9,60.42,12.0,Tata Consumer Products Ltd.,3784.55,1.173669260546168,7.292808920479317,0.09008156298039421,0.062136831606935006,1.173669260546168,0.1191951075162754
4455,63.11,4150.24,3/31/2018,3489.71,2957.06,4921.64,4921.64,574.55,534.32,3217.32,198.7,142.69,12.0,Tata Consumer Products Ltd.,4213.349999999999,1.1681061388206537,12.68159540508147,0.16607611303818084,0.10856543753708114,1.1681061388206537,0.7181177654755914
4456,63.11,4380.57,3/31/2019,3625.29,3214.2,5033.69,5033.69,450.19,410.93,3429.66,97.47,345.57,12.0,Tata Consumer Products Ltd.,4443.679999999999,1.1327750873150182,9.247515572678502,0.11981654158138125,0.0816359370561159,1.1327750873150182,3.5453985841797477
4457,92.16,10757.85,3/31/2020,5816.08,5248.18,12127.33,12127.33,806.85,523.54,5690.24,745.03,-708.24,12.0,Tata Consumer Products Ltd.,10850.01,1.1177252371195971,4.825249008987089,0.09200666404228995,0.043170260890072254,1.1177252371195971,-0.9506194381434305
4458,92.16,11131.94,3/31/2021,7293.94,6791.33,13532.96,13532.96,1435.85,619.51,7154.36,1064.23,-332.05,12.0,Tata Consumer Products Ltd.,11224.1,1.205705579957413,5.519462584973405,0.0865919523199839,0.04577786382284438,1.205705579957413,-0.31200962198021104
4459,92.16,11669.75,3/31/2022,8173.99,7241.84,14320.78,14320.78,1571.11,885.75,7932.29,1158.32,-1064.31,12.0,Tata Consumer Products Ltd.,11761.91,1.2175556521007218,7.530664662457033,0.11166384486699302,0.061850681317637726,1.2175556521007218,-0.9188393535465157
4460,31.14,160.71,3/31/2013,611.79,591.09,390.23,390.23,174.33,20.99,604.69,36.79,-30.52,12.0,Tata Elxsi Ltd.,191.85000000000002,2.0340370080792285,10.940839197289547,0.034712001190692746,0.05378879122568741,2.0340370080792285,-0.8295732536015221
4461,31.14,203.69,3/31/2014,812.14,736.72,482.64,482.64,159.34,75.11,772.15,126.16,-19.9,12.0,Tata Elxsi Ltd.,234.82999999999998,2.05527402802027,31.984840097091517,0.09727384575535841,0.1556232388529753,2.05527402802027,-0.15773620798985416
4462,31.14,252.21,3/31/2015,862.85,760.24,596.08,596.08,212.26,102.9,849.45,143.38,-26.72,12.0,Tata Elxsi Ltd.,283.35,2.103688018351862,36.31551085230281,0.1211372064276885,0.1726278351899074,2.103688018351862,-0.18635792997628678
4463,31.14,354.56,3/31/2016,1088.5,933.4,806.48,806.48,266.97,154.81,1075.2,121.07,-28.91,12.0,Tata Elxsi Ltd.,385.7,2.090951516722842,40.13741249675914,0.14398251488095237,0.1919576430909632,2.090951516722842,-0.23878747831832825
4464,31.14,526.53,3/31/2017,1255.66,1080.88,723.01,723.01,134.01,174.78,1239.51,144.33,37.57,12.0,Tata Elxsi Ltd.,557.67,1.2964835834812705,31.341115713594064,0.14100733354309364,0.2417393950291144,1.2964835834812705,0.2603062426383981
4465,62.28,676.08,3/31/2018,1431.11,1191.07,949.98,949.98,190.24,240.04,1397.08,197.06,-247.15,12.0,Tata Elxsi Ltd.,738.36,1.2866081586218105,32.50988677609838,0.17181550090188108,0.2526790037685004,1.2866081586218105,-1.2541865421698974
4466,62.28,880.47,3/31/2019,1640.39,1352.08,1147.31,1147.31,190.92,289.97,1606.76,214.96,-158.75,12.0,Tata Elxsi Ltd.,942.75,1.2169822328294881,30.75788915407054,0.18046876944907767,0.2527390156104279,1.2169822328294881,-0.7385094901377001
4467,62.28,1027.76,3/31/2020,1674.59,1418.54,1396.44,1396.44,222.36,256.1,1620.86,255.76,38.98,12.0,Tata Elxsi Ltd.,1090.04,1.2810906021797366,23.494550658691427,0.15800254186049384,0.18339491850706083,1.2810906021797366,0.1524085079762277
4468,62.28,1289.89,3/31/2021,1865.94,1496.17,1726.8,1726.8,271.79,368.12,1827.44,437.4,-437.73,12.0,Tata Elxsi Ltd.,1352.17,1.2770583580466952,27.224387466073054,0.2014402661646894,0.2131804493861478,1.2770583580466952,-1.0007544581618657
4469,62.28,1538.63,3/31/2022,2515.36,1966.2,2193.14,2193.14,425.03,549.67,2480.17,483.04,-108.3,12.0,Tata Elxsi Ltd.,1600.91,1.369933350406956,34.33484705573704,0.22162593693174257,0.25063151463198885,1.369933350406956,-0.22420503477972836
4470,55.1,1922.81,3/31/2013,206.64,39.5,2209.44,2209.44,227.97,167.14,,103.95,-70.47,12.0,Tata Investment Corpn. Ltd.,1977.9099999999999,1.117057904555819,8.450333938349065,,0.0756481280324426,1.117057904555819,-0.6779220779220779
4471,55.1,2010.48,3/31/2014,224.76,46.08,2331.75,2331.75,262.6,178.68,,83.43,-46.04,12.0,Tata Investment Corpn. Ltd.,2065.58,1.1288596907406152,8.650354864009142,,0.07662914120295915,1.1288596907406152,-0.5518398657557233
4472,55.1,2094.34,3/31/2015,233.77,47.26,2446.82,2446.82,293.02,186.51,,92.95,17.39,12.0,Tata Investment Corpn. Ltd.,2149.44,1.138352315021587,8.677143814202768,,0.07622546815867125,1.138352315021587,0.1870898332436794
4473,55.1,2180.87,3/31/2016,252.94,50.33,2454.35,2454.35,213.45,202.61,,90.39,145.28,12.0,Tata Investment Corpn. Ltd.,2235.97,1.0976667844380739,9.061391700246427,,0.08255138835129465,1.0976667844380739,1.607257439982299
4474,55.1,2389.51,3/31/2017,272.26,69.88,2705.16,2705.16,12.1,202.38,,68.69,-79.1,12.0,Tata Investment Corpn. Ltd.,2444.61,1.1065814178948787,8.278621129750757,,0.0748125804018986,1.1065814178948787,-1.1515504440238753
4475,55.1,8126.75,3/31/2018,160.96,34.32,10025.99,10025.99,301.61,126.64,,68.19,40.8,12.0,Tata Investment Corpn. Ltd.,8181.85,1.2253940123566185,1.5478162029369886,,0.012631171585050454,1.2253940123566185,0.5983282006159261
4476,50.6,7769.62,3/31/2019,182.21,34.56,9701.54,9701.54,350.66,147.65,,94.61,493.58,12.0,Tata Investment Corpn. Ltd.,7820.22,1.2405712371263213,1.8880543002626524,,0.015219233235135864,1.2405712371263213,5.216996089208329
4477,50.6,7923.35,3/31/2020,153.35,34.71,8326.54,8326.54,246.46,118.64,,112.05,11.58,12.0,Tata Investment Corpn. Ltd.,7973.950000000001,1.0442177339963254,1.4878447946124567,,0.01424841530815921,1.0442177339963254,0.1033467202141901
4478,50.6,14059.6,3/31/2021,152.63,43.8,14913.76,14913.76,175.72,108.83,,86.29,6.16,12.0,Tata Investment Corpn. Ltd.,14110.2,1.0569488738642967,0.7712860200422389,,0.007297287873748806,1.0569488738642967,0.07138718275582338
4479,50.6,19482.26,3/31/2022,255.74,54.38,21053.7,21053.7,236.92,201.36,,126.64,-3.66,12.0,Tata Investment Corpn. Ltd.,19532.859999999997,1.0778605897958622,1.030878222646351,,0.009564114621182975,1.0778605897958622,-0.028900821225521164
4480,25.29,-3.69,3/31/2012,1303.8,1340.85,784.63,784.63,504.95,-90.6,1240.14,-26.92,-72.38,12.0,Tata Metaliks Ltd.,21.599999999999998,36.325462962962966,-419.44444444444446,-0.07305626784072765,-0.11546843735263754,36.325462962962966,2.688707280832095
4481,25.29,-58.23,3/31/2013,975.02,1066.8,753.11,753.11,573.27,-54.54,966.59,154.33,-99.52,12.0,Tata Metaliks Ltd.,-32.94,-22.863084395871283,165.5737704918033,-0.05642516475444604,-0.07241969964547011,-22.863084395871283,-0.6448519406466662
4482,25.29,-19.64,3/31/2014,1295.91,1206.44,711.61,711.61,513.85,38.6,1287.59,182.27,-14.81,12.0,Tata Metaliks Ltd.,5.649999999999999,125.94867256637171,683.1858407079648,0.02997848694071871,0.054243195008501846,125.94867256637171,-0.0812530860810885
4483,25.29,63.39,3/31/2015,1236.44,1148.43,758.46,758.46,442.6,83.66,1227.64,78.63,-21.2,12.0,Tata Metaliks Ltd.,88.68,8.55277401894452,94.33919711321604,0.0681470137825421,0.1103024549745537,8.55277401894452,-0.2696171944550426
4484,25.29,73.76,3/31/2016,1392.2,1295.13,940.63,940.63,595.3,112.27,1377.71,90.83,-79.18,12.0,Tata Metaliks Ltd.,99.05000000000001,9.496516910651184,113.34679454820795,0.08149029911955345,0.1193561761797944,9.496516910651184,-0.8717384124188045
4485,25.29,181.88,3/31/2017,1413.96,1303.93,1125.2,1125.2,593.89,116.05,1406.91,77.04,-125.3,12.0,Tata Metaliks Ltd.,207.17,5.431288313945069,56.01679779890911,0.08248573114129545,0.10313722004976893,5.431288313945069,-1.6264278296988575
4486,25.29,333.39,3/31/2018,1920.59,1752.21,1196.35,1196.35,555.21,159.18,1894.58,195.69,-69.99,12.0,Tata Metaliks Ltd.,358.68,3.335424333667893,44.37939110070258,0.08401862154144983,0.13305470807038075,3.335424333667893,-0.35765751954622105
4487,28.09,682.93,3/31/2019,2164.89,1986.28,1467.1,1467.1,570.44,181.89,2155.11,374.6,-87.17,12.0,Tata Metaliks Ltd.,711.02,2.0633737447610474,25.581558887232426,0.08439940420674581,0.12397927884943084,2.0633737447610474,-0.23270154831820608
4488,28.09,835.26,3/31/2020,2067.55,1938.23,1784.82,1784.82,679.82,165.96,2050.63,70.14,-146.19,12.0,Tata Metaliks Ltd.,863.35,2.0673191637227077,19.222794926738867,0.08093122601346903,0.09298416647056847,2.0673191637227077,-2.0842600513259195
4489,31.58,1268.48,3/31/2021,1924.82,1663.83,1954.0,1954.0,393.97,219.81,1916.66,281.25,-278.79,12.0,Tata Metaliks Ltd.,1300.06,1.503007553497531,16.907681183945357,0.11468387716131186,0.11249232343909929,1.503007553497531,-0.9912533333333334
4490,634.7,18732.91,3/31/2012,59853.5,59233.63,55432.79,55432.79,22319.4,1243.71,59212.45,3653.59,144.72,12.0,Tata Motors Ltd.,19367.61,2.862138900979522,6.4215977087518805,0.021004197596958075,0.022436359418315406,2.862138900979522,0.039610355841788486
4491,638.02,18496.77,3/31/2013,51505.85,51346.16,54026.0,54026.0,21345.2,303.29,49183.42,2258.44,991.5,12.0,Tata Motors Ltd.,19134.79,2.8234435810374716,1.5850187015378794,0.006166508957693467,0.005613778551068004,2.8234435810374716,0.4390198544127805
4492,643.73,18532.87,3/31/2014,41877.55,41092.28,54169.19,54169.19,19308.89,413.55,37775.47,2463.46,2552.91,12.0,Tata Motors Ltd.,19176.6,2.824754648895008,2.1565345264541165,0.010947580533081388,0.007634413584548708,2.824754648895008,1.0363107174461934
4493,643.73,14218.81,3/31/2015,41508.31,47032.68,54676.43,54676.43,20942.9,-4645.55,39444.1,-2214.3,253.37,12.0,Tata Motors Ltd.,14862.539999999999,3.6788079291964904,-31.256770377068793,-0.11777553550467625,-0.08496439873634765,3.6788079291964904,-0.11442442306823826
4494,679.13,22582.93,3/31/2016,48793.26,48845.51,62494.17,62494.17,19333.84,-62.3,47380.81,2702.98,-3264.22,12.0,Tata Motors Ltd.,23262.06,2.6865277623735815,-0.26781806942291436,-0.0013148783231016945,-0.0009968929901781238,2.6865277623735815,-1.20763749639287
4495,679.17,20483.39,3/31/2017,50289.61,52971.35,65705.37,65705.37,22325.42,-2429.6,49052.55,1453.45,-2859.0,12.0,Tata Motors Ltd.,21162.559999999998,3.1047930874147553,-11.48065262425718,-0.04953055447678051,-0.036977190753206324,3.1047930874147553,-1.9670439299597509
4496,679.17,19491.76,3/31/2018,61291.48,61484.28,65464.48,65464.48,24894.67,-1034.85,59623.57,4133.94,-710.27,12.0,Tata Motors Ltd.,20170.929999999997,3.245486450054609,-5.130403010669315,-0.017356391105061302,-0.01580780905920279,3.245486450054609,-0.17181429822397037
4497,679.17,21483.3,3/31/2019,72096.27,69930.98,67632.16,67632.16,23775.42,2020.6,69201.91,6292.63,-3820.55,12.0,Tata Motors Ltd.,22162.469999999998,3.051652636190822,9.117214823077031,0.02919861604975932,0.029876319194891896,3.051652636190822,-0.6071467732887521
4498,719.49,16800.61,3/31/2020,54582.41,61149.36,68923.83,68923.83,26653.91,-7289.63,53034.46,-1454.59,-4718.86,12.0,Tata Motors Ltd.,17520.100000000002,3.9339861073852314,-41.60723968470499,-0.13745081971231535,-0.10576356537354352,3.9339861073852314,3.2441168989199705
4499,765.76,18290.16,3/31/2021,56286.34,58750.8,71631.84,71631.84,27056.61,-2395.44,53340.53,6680.32,-2991.32,12.0,Tata Motors Ltd.,19055.92,3.759033413238511,-12.570581740477502,-0.04490844016735492,-0.03344099495419914,3.759033413238511,-0.4477809446254072
4500,237.27,11583.68,3/31/2012,9571.62,8409.82,25102.44,25102.44,3811.86,1161.8,8524.51,650.75,-1987.59,12.0,Tata Power Co. Ltd.,11820.95,2.123555213413473,9.828313291232938,0.13628935856723728,0.04628235342859101,2.123555213413473,-3.0543065693430655
4501,237.27,12023.52,3/31/2013,10567.96,9581.66,28212.21,28212.21,4595.19,986.3,9496.65,437.69,-1494.21,12.0,Tata Power Co. Ltd.,12260.79,2.301010783155082,8.044342982793113,0.10385767612789773,0.03496004035132306,2.301010783155082,-3.413854554593434
4502,237.27,12890.03,3/31/2014,9401.71,8427.23,30915.32,30915.32,7627.63,974.48,8348.91,2699.5,-2342.57,12.0,Tata Power Co. Ltd.,13127.300000000001,2.355040259611649,7.423308677336543,0.1167194280450981,0.031520941720803795,2.355040259611649,-0.867779218373773
4503,270.42,15457.51,3/31/2015,9722.95,8697.39,33962.5,33962.5,6291.3,1025.56,8618.77,1717.68,-1655.19,12.0,Tata Power Co. Ltd.,15727.93,2.159375073515714,6.520629224570556,0.11899145701764868,0.030196834744203163,2.159375073515714,-0.9636195333240184
4504,270.42,15079.98,3/31/2016,9364.39,7988.4,34735.37,34735.37,5832.28,1375.99,8198.16,2947.25,-1627.49,12.0,Tata Power Co. Ltd.,15350.4,2.2628315874504903,8.963870648321869,0.16784132049142736,0.03961351210596,2.2628315874504903,-0.552206294002884
4505,270.44,16321.47,3/31/2017,8312.2,7900.66,41054.56,41054.56,10976.31,411.54,5767.42,2120.78,-5582.19,12.0,Tata Power Co. Ltd.,16591.91,2.4743721488363906,2.4803654311046768,0.07135599626869554,0.010024221426316591,2.4743721488363906,-2.632140061675421
4506,270.44,12718.03,3/31/2018,8523.62,11660.14,37938.05,37938.05,12712.57,-3136.52,7189.96,2767.49,-1354.91,12.0,Tata Power Co. Ltd.,12988.470000000001,2.920902153987344,-24.148494780370587,-0.43623608476264125,-0.08267478165061198,2.920902153987344,-0.4895808114934472
4507,270.44,13919.1,3/31/2019,9560.99,7776.29,39303.48,39303.48,12726.61,1784.7,7589.11,1683.34,-556.55,12.0,Tata Power Co. Ltd.,14189.54,2.769891060598159,12.577574748723356,0.2351659153708406,0.045408192862311424,2.769891060598159,-0.33062245298038423
4508,270.44,13491.47,3/31/2020,8067.51,7902.39,38701.9,38701.9,11643.75,165.12,6778.27,2308.8,-470.99,12.0,Tata Power Co. Ltd.,13761.91,2.81224771852163,1.1998334533505888,0.024360198103645914,0.004266457202359574,2.81224771852163,-0.20399774774774773
4509,319.5,16559.0,3/31/2021,7883.98,6951.53,44055.59,44055.59,10617.93,932.45,6300.88,2327.77,-5506.24,12.0,Tata Power Co. Ltd.,16878.5,2.6101602630565512,5.524483810765175,0.1479872652708828,0.02116530501577666,2.6101602630565512,-2.3654570683529728
4510,971.21,54238.27,3/31/2013,42933.1,38274.73,103495.86,103495.86,16502.99,5062.97,41887.8,11068.67,-8522.4,12.0,Tata Steel Ltd.,55209.479999999996,1.8746030573010288,9.17047217253269,0.12086979979850934,0.04891954132271571,1.8746030573010288,-0.7699570047711243
4511,971.21,60176.58,3/31/2014,46913.25,40656.24,112622.43,112622.43,18897.69,6412.19,46042.46,12432.8,-9836.95,12.0,Tata Steel Ltd.,61147.79,1.8418070383246883,10.486380619806537,0.1392668853923096,0.056935283673065835,1.8418070383246883,-0.7912095425004827
4512,971.21,65692.48,3/31/2015,49115.99,43392.81,117554.98,117554.98,16785.85,6439.12,46366.55,4851.89,-2381.63,12.0,Tata Steel Ltd.,66663.69,1.7634034359634156,9.659111279318621,0.13887425309840823,0.054775391055317264,1.7634034359634156,-0.4908664458592425
4513,971.21,45665.97,3/31/2016,43089.81,42063.41,110286.78,110286.78,20746.29,955.65,42697.44,7371.8,-4351.72,12.0,Tata Steel Ltd.,46637.18,2.3647823474746974,2.049116177264577,0.0223819039267928,0.008665136474199355,2.3647823474746974,-0.5903198676035704
4514,971.21,48687.59,3/31/2017,53749.28,51634.38,119091.56,119091.56,23207.76,3444.55,53260.96,11166.64,-3956.4,12.0,Tata Steel Ltd.,49658.799999999996,2.398196492867327,6.936434227166183,0.0646730738612297,0.02892354420414008,2.398196492867327,-0.3543053237142059
4515,1145.92,60368.7,3/31/2018,61925.18,57210.27,133184.15,133184.15,25786.0,4169.55,60519.37,11791.45,-12273.35,12.0,Tata Steel Ltd.,61514.619999999995,2.165081244100996,6.778144772738578,0.06889612367081813,0.03130665323163455,2.165081244100996,-1.0408685954653583
4516,1145.92,69308.59,3/31/2019,73279.7,63300.84,144582.84,144582.84,25781.96,10533.19,70610.92,15193.11,-16349.98,12.0,Tata Steel Ltd.,70454.51,2.0521445681759762,14.950341716946156,0.1491722526770647,0.07285228316168088,2.0521445681759762,-1.0761443838687403
4517,1145.93,73416.99,3/31/2020,61251.85,55072.45,156454.98,156454.98,31055.37,6743.8,60435.97,13453.66,-17634.66,12.0,Tata Steel Ltd.,74562.92,2.0982947019778733,9.044441929044625,0.1115858651726778,0.04310377336662598,2.0982947019778733,-1.3107704520554257
