,Paid up equity capital (net of forfeited equity capital),Reserves and Funds,Date,Total income,Total expenses,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Net cash flow from operating activities,Net cash inflow or (outflow) from investing activities,Months,Company,Equity,D/E,ROE,Net income margin ratio,ROA,Liabilities to equity ratio,Investing cash flow to operating cash flow
4518,1198.58,93189.35,3/31/2021,87503.58,68249.05,188032.29,188032.29,30635.17,17077.97,84132.92,37554.77,-13665.22,12.0,Tata Steel Ltd.,94387.93000000001,1.9921221918946628,18.09338333831455,0.20298796238143169,0.09082466633789335,1.9921221918946628,-0.3638744159530201
4519,1222.17,124211.39,3/31/2022,131591.63,100401.32,230367.59,230367.59,54300.37,33011.18,129021.35,41986.12,-34167.79,12.0,Tata Steel Ltd.,125433.56,1.8365706115651983,26.3176617166889,0.2558582746188906,0.14329784845168542,1.8365706115651983,-0.8137877469982937
4520,1897.2,-3689.95,3/31/2013,2686.66,3344.81,6268.54,6268.54,3092.28,-658.77,2634.54,298.8,-506.05,12.0,Tata Teleservices (Maharashtra) Ltd.,-1792.7499999999998,-3.496605773253382,36.746339422674666,-0.2500512423421166,-0.1050914567028367,-3.496605773253382,-1.6936077643908969
4521,1954.93,-4307.76,3/31/2014,2934.64,3495.97,5765.74,5765.74,3377.93,-560.08,2731.18,708.76,-265.87,12.0,Tata Teleservices (Maharashtra) Ltd.,-2352.83,-2.4505552887373927,23.804524763795094,-0.20506887133034077,-0.09713930909128751,-2.4505552887373927,-0.3751199277611603
4522,1954.93,-4923.01,3/31/2015,2946.26,3569.49,6173.66,6173.66,4115.79,-615.25,2892.73,635.91,-785.0,12.0,Tata Teleservices (Maharashtra) Ltd.,-2968.08,-2.080018058812431,20.728888709199214,-0.21268836013039585,-0.0996572535578571,-2.080018058812431,-1.234451416080892
4523,1954.93,-5941.12,3/31/2016,3041.2,3391.8,9637.78,9637.78,6094.54,-358.34,2972.09,765.98,-1182.58,12.0,Tata Teleservices (Maharashtra) Ltd.,-3986.1899999999996,-2.4177924283589096,8.989536374332383,-0.1205683542557594,-0.03718076154467107,-2.4177924283589096,-1.5438784302462203
4524,1954.93,-8230.19,3/31/2017,2807.01,5160.88,12114.6,12114.6,7340.31,-2356.47,2702.91,729.9,-2197.82,12.0,Tata Teleservices (Maharashtra) Ltd.,-6275.26,-1.9305335555817607,37.55175084378973,-0.8718270308667325,-0.1945148828686048,-1.9305335555817607,-3.0111248116180303
4525,1954.93,-18138.85,3/31/2018,2079.08,11919.97,3517.96,3517.96,8748.38,-9841.99,1868.51,603.44,258.74,12.0,Tata Teleservices (Maharashtra) Ltd.,-16183.919999999998,-0.21737378830345186,60.81338760942961,-5.267293190831197,-2.7976412466315703,-0.21737378830345186,0.42877502320031813
4526,1954.93,-18813.58,3/31/2019,2338.81,3006.41,4596.28,4596.28,13674.68,-667.6,1277.2,-733.89,-101.49,12.0,Tata Teleservices (Maharashtra) Ltd.,-16858.65,-0.2726363024322825,3.9599849335504325,-0.5227059191982462,-0.14524789612469216,-0.2726363024322825,0.13829047949965254
4527,1954.93,-22585.01,3/31/2020,1296.73,5010.84,1762.9,1762.9,10988.78,-3714.11,1077.74,-359.72,510.12,12.0,Tata Teleservices (Maharashtra) Ltd.,-20630.079999999998,-0.08545289208767005,18.003371775582064,-3.4462022380165904,-2.1068183107379883,-0.08545289208767005,-1.41810296897587
4528,1954.93,-24580.25,3/31/2021,1067.76,3064.45,1560.61,1560.61,10046.15,-1996.69,1043.66,567.22,-176.52,12.0,Tata Teleservices (Maharashtra) Ltd.,-22625.32,-0.06897626199320053,8.825024353246718,-1.9131613743939597,-1.2794291975573655,-0.06897626199320053,-0.3112020027502556
4529,1954.93,-25795.43,3/31/2022,1110.72,2325.72,1422.22,1422.22,7531.65,-1215.0,1093.8,532.4,-131.84,12.0,Tata Teleservices (Maharashtra) Ltd.,-23840.5,-0.059655628027935656,5.096369623120321,-1.1108063631376852,-0.8542982098409528,-0.059655628027935656,-0.24763335837716005
4530,0.51,95.28,3/31/2012,933.44,951.87,198.2,198.2,95.95,-18.43,924.3,-38.27,-33.47,12.0,Teamlease Services Ltd.,95.79,2.0691095103873054,-19.240004175801232,-0.019939413610299685,-0.09298688193743694,2.0691095103873054,0.8745753854193885
4531,0.51,95.55,3/31/2013,1264.87,1264.6,222.3,222.3,111.61,0.27,1248.89,-8.62,6.47,12.0,Teamlease Services Ltd.,96.06,2.3141786383510308,0.28107432854465964,0.00021619197847688748,0.0012145748987854252,2.3141786383510308,-0.7505800464037123
4532,0.51,115.14,3/31/2014,1540.33,1520.73,242.46,242.46,108.24,19.6,1529.35,16.18,-34.69,12.0,Teamlease Services Ltd.,115.65,2.0964980544747083,16.947686986597493,0.01281590218066499,0.0808380763837334,2.0964980544747083,-2.1440049443757725
4533,0.51,147.39,3/31/2015,2265.74,2233.49,321.03,321.03,140.71,32.25,2250.41,35.73,-25.82,12.0,Teamlease Services Ltd.,147.89999999999998,2.170588235294118,21.805273833671404,0.01433072195733222,0.10045790113073545,2.170588235294118,-0.7226420375034985
4534,17.1,293.06,3/31/2016,2867.79,2843.5,597.67,597.67,234.91,24.29,2850.91,-11.06,-118.14,12.0,Teamlease Services Ltd.,310.16,1.9269731751354138,7.831441836471498,0.008520086568849946,0.040641156491040206,1.9269731751354138,10.681735985533454
4535,17.1,341.27,3/31/2017,3013.69,2964.15,680.4,680.4,279.06,49.54,2990.26,30.44,-36.68,12.0,Teamlease Services Ltd.,358.37,1.8985964226916314,13.823701760750062,0.01656712125367025,0.07281011169900059,1.8985964226916314,-1.204993429697766
4536,17.1,415.57,3/31/2018,3465.11,3392.55,852.41,852.41,370.68,72.56,3440.74,71.5,-21.94,12.0,Teamlease Services Ltd.,432.67,1.9701157926364201,16.77028682367624,0.021088486779006845,0.0851233561314391,1.9701157926364201,-0.30685314685314685
4537,17.1,511.82,3/31/2019,4161.93,4064.91,1056.33,1056.33,461.18,97.02,4132.47,-14.76,4.51,12.0,Teamlease Services Ltd.,528.92,1.9971451259169628,18.3430386447856,0.02347748441005016,0.09184629803186505,1.9971451259169628,-0.3055555555555555
4538,17.1,551.69,3/31/2020,4829.27,4787.69,1212.79,1212.79,538.09,41.58,4783.37,8.74,-52.79,12.0,Teamlease Services Ltd.,568.7900000000001,2.1322280630812775,7.310255102937814,0.008692616293533639,0.03428458348106432,2.1322280630812775,-6.040045766590389
4539,17.1,637.29,3/31/2021,4538.22,4454.15,1274.37,1274.37,514.19,84.07,4465.93,258.14,2.87,12.0,Teamlease Services Ltd.,654.39,1.9474166781277218,12.847078959030547,0.018824746469380396,0.06596985176989414,1.9474166781277218,0.011117997985589215
4540,127.5,3315.7,3/31/2012,5382.8,4922.2,6444.1,6444.1,1799.4,460.6,5243.0,665.4,-405.3,12.0,Tech Mahindra Ltd.,3443.2,1.8715439126394053,13.377091078066917,0.08785046728971962,0.07147623407457984,1.8715439126394053,-0.609107303877367
4541,128.1,4054.4,3/31/2013,6078.0,5425.5,7405.7,7405.7,2526.7,652.5,6001.9,642.1,-600.7,12.0,Tech Mahindra Ltd.,4182.5,1.7706395696353856,15.600717274357443,0.10871557340175611,0.08810780884993992,1.7706395696353856,-0.9355240616726367
4542,233.5,8355.1,3/31/2014,17182.4,14487.4,15577.3,15577.3,6012.9,2695.0,16313.0,1294.2,352.1,12.0,Tech Mahindra Ltd.,8588.6,1.8137181845702441,31.378804461728336,0.16520566419420094,0.17300815930873772,1.8137181845702441,0.27205995982073866
4543,480.4,10775.4,3/31/2015,19706.9,17450.7,17908.2,17908.2,4842.5,2256.2,19186.9,2107.8,-1636.6,12.0,Tech Mahindra Ltd.,11255.8,1.5910197409335634,20.044776915012704,0.11759064778572878,0.1259869780324097,1.5910197409335634,-0.7764493784989087
4544,483.5,14505.2,3/31/2016,22228.5,19055.7,21662.9,21662.9,4449.4,3172.8,20979.3,2876.3,-1267.1,12.0,Tech Mahindra Ltd.,14988.7,1.4452821125247688,21.167946519711517,0.15123478857731193,0.14646238499923833,1.4452821125247688,-0.44053123804888217
4545,486.8,16401.5,3/31/2017,24324.2,21276.9,24734.2,24734.2,5096.7,3047.3,23176.3,3332.2,-2586.4,12.0,Tech Mahindra Ltd.,16888.3,1.4645760674549837,18.043852844868937,0.13148345508126838,0.12320188241382378,1.4645760674549837,-0.7761839025268592
4546,489.7,19042.8,3/31/2018,25540.8,21546.9,27474.5,27474.5,6619.7,3993.9,23717.8,3273.0,-2184.8,12.0,Tech Mahindra Ltd.,19532.5,1.4066043773198516,20.447459362600796,0.16839251532604205,0.14536752261187647,1.4066043773198516,-0.6675221509318668
4547,491.7,20153.9,3/31/2019,28187.9,23808.2,31076.9,31076.9,9420.8,4379.7,27257.5,3633.8,-1542.0,12.0,Tech Mahindra Ltd.,20645.600000000002,1.5052553570736622,21.21372108342697,0.16067871228102357,0.14093104524582567,1.5052553570736622,-0.4243491661621443
4548,482.9,21789.8,3/31/2020,31591.6,27057.1,31122.3,31122.3,7448.5,4534.5,29257.4,2380.4,3252.1,12.0,Tech Mahindra Ltd.,22272.7,1.3973294661177136,20.359004521230027,0.1549864307833232,0.1456993859708312,1.3973294661177136,1.3661989581582927
4549,484.1,24526.6,3/31/2021,30562.7,26323.6,34418.5,34418.5,7832.0,4239.1,29671.5,6851.9,-5620.8,12.0,Tech Mahindra Ltd.,25010.699999999997,1.3761510073688463,16.94914576561232,0.142867735031933,0.12316341502389705,1.3761510073688463,-0.8203272085115079
4550,23.83,1577.35,3/31/2012,5625.28,5109.6,4097.39,4097.39,2418.33,406.86,5516.37,174.5,-188.5,12.0,Thermax Ltd.,1601.1799999999998,2.558981501142908,25.410010117538317,0.07375502368405311,0.0992973575861707,2.558981501142908,-1.0802292263610316
4551,23.83,1845.44,3/31/2013,4969.15,4549.06,4271.42,4271.42,2297.83,349.96,4890.76,207.12,-292.61,12.0,Thermax Ltd.,1869.27,2.2850738523594774,18.721746992141316,0.07155534109218198,0.08193059919183783,2.2850738523594774,-1.4127558903051372
4552,23.83,2001.16,3/31/2014,4326.27,4218.74,5057.74,5057.74,2803.24,252.97,4254.5,330.82,-303.92,12.0,Thermax Ltd.,2024.99,2.4976617168479844,12.492407369912938,0.05945939593371724,0.050016410491642516,2.4976617168479844,-0.9186868992201198
4553,23.83,2242.99,3/31/2015,4867.11,4555.91,5241.21,5241.21,2856.17,335.94,4729.92,294.09,-16.21,12.0,Thermax Ltd.,2266.8199999999997,2.3121421197977785,14.819879831658447,0.07102445707326974,0.06409588625527311,2.3121421197977785,-0.055119181203033094
4554,23.83,2318.32,3/31/2016,4581.79,4290.69,4971.99,4971.99,2498.75,297.49,4457.68,288.07,-170.46,12.0,Thermax Ltd.,2342.15,2.122831586362957,12.70157761031531,0.06673650867715941,0.059833185505200136,2.122831586362957,-0.5917311764501684
4555,23.83,2385.93,3/31/2017,3972.94,3821.91,5095.07,5095.07,2508.93,144.83,3838.47,346.12,-150.99,12.0,Thermax Ltd.,2409.7599999999998,2.114347486886661,6.010142088838723,0.03773117935010565,0.028425517215661417,2.114347486886661,-0.4362359875187796
4556,23.83,2541.73,3/31/2018,3992.61,3775.83,5882.16,5882.16,3125.41,238.25,2735.25,507.06,-456.48,12.0,Thermax Ltd.,2565.56,2.2927392070347214,9.286471569559861,0.08710355543368979,0.04050382852557564,2.2927392070347214,-0.9002484913028045
4557,23.83,2712.02,3/31/2019,5427.29,5168.94,6500.65,6500.65,3597.78,275.24,3540.34,-117.15,254.34,12.0,Thermax Ltd.,2735.85,2.3760988358279875,10.060493082588593,0.0777439454967602,0.04234038134648074,2.3760988358279875,-2.1710627400768243
4558,23.83,2713.66,3/31/2020,4288.7,4087.51,4756.37,4756.37,1867.51,213.99,3237.75,253.18,-98.4,12.0,Thermax Ltd.,2737.49,1.7374931049976439,7.817014856675277,0.06609219365299977,0.04499019210027816,1.7374931049976439,-0.38865629196619006
4559,23.83,2855.55,3/31/2021,3272.01,3122.81,5369.23,5369.23,2298.48,141.02,3115.54,409.01,-375.16,12.0,Thermax Ltd.,2879.38,1.8647174044412336,4.897582118372705,0.045263421429350935,0.026264473676858698,1.8647174044412336,-0.9172391873059339
4560,10.81,57.38,3/31/2011,81.1,55.04,124.43,124.43,31.1,26.06,77.22,30.78,-23.99,12.0,Thyrocare Technologies Ltd.,68.19,1.8247543628097964,38.216747323654495,0.3374773374773375,0.20943502370810896,1.8247543628097964,-0.7794022092267705
4561,10.92,149.65,3/31/2013,151.95,95.44,196.71,196.71,3.81,56.55,134.26,45.9,-88.24,12.0,Thyrocare Technologies Ltd.,160.57,1.2250731768076228,35.21828486018559,0.42119767615075226,0.28747903004422753,1.2250731768076228,-1.9224400871459695
4562,10.92,195.42,3/31/2014,155.9,110.22,245.78,245.78,6.92,45.77,149.98,46.34,-51.97,12.0,Thyrocare Technologies Ltd.,206.33999999999997,1.1911408355142,22.18183580498207,0.3051740232030938,0.18622345186752381,1.1911408355142,-1.1214933103150624
4563,50.54,228.67,3/31/2015,189.57,141.02,293.47,293.47,6.51,48.66,179.94,36.24,-20.52,12.0,Thyrocare Technologies Ltd.,279.21,1.0510726693170016,17.42774255936392,0.2704234744914972,0.16580911166388385,1.0510726693170016,-0.5662251655629139
4564,53.72,321.66,3/31/2016,241.05,181.61,414.48,414.48,29.2,58.75,235.28,66.87,-18.61,12.0,Thyrocare Technologies Ltd.,375.38,1.1041611167350418,15.650807182055518,0.24970248214892893,0.14174387183941323,1.1041611167350418,-0.2783011813967399
4565,53.72,364.26,3/31/2017,309.0,262.69,446.27,446.27,15.78,46.67,298.32,89.27,-39.67,12.0,Thyrocare Technologies Ltd.,417.98,1.067682664242308,11.16560600985693,0.15644274604451597,0.10457794608644992,1.067682664242308,-0.4443822112691834
4566,53.72,400.16,3/31/2018,355.43,259.03,488.35,488.35,18.98,96.03,333.11,111.52,-48.26,12.0,Thyrocare Technologies Ltd.,453.88,1.0759451837490086,21.1575746893452,0.2882831497103059,0.19664175284119995,1.0759451837490086,-0.43274748923959827
4567,52.8,402.98,3/31/2019,383.94,288.97,490.35,490.35,25.29,95.23,372.16,96.56,-3.3,12.0,Thyrocare Technologies Ltd.,455.78000000000003,1.075847996840581,20.89385229716091,0.25588456577815993,0.19420821861935353,1.075847996840581,-0.03417564208782104
4568,52.84,325.39,3/31/2020,410.48,331.24,445.94,445.94,53.31,79.32,401.79,136.33,26.84,12.0,Thyrocare Technologies Ltd.,378.23,1.1790180577955212,20.971366628770852,0.19741656089001713,0.17787146252859126,1.1790180577955212,0.19687522922320838
4569,52.87,392.59,3/31/2021,486.55,366.5,531.96,531.96,65.35,119.77,474.66,110.41,-53.19,12.0,Thyrocare Technologies Ltd.,445.46,1.194181295739236,26.886813630853503,0.2523279821345805,0.2251485074065719,1.194181295739236,-0.48174984149986416
4570,63.72,249.41,3/31/2012,911.67,863.95,655.8,655.8,331.26,80.66,889.45,34.1,-50.16,15.0,Timken India Ltd.,313.13,2.0943378149650305,25.75926931306486,0.09068525493282364,0.12299481549252822,2.0943378149650305,-1.4709677419354836
4571,63.72,277.73,3/31/2013,744.65,702.26,680.62,680.62,112.73,44.24,736.04,13.14,-17.02,12.0,Timken India Ltd.,341.45000000000005,1.9933225948162248,12.956509005710936,0.060105429052768874,0.06499955922541213,1.9933225948162248,-1.2952815829528157
4572,67.98,314.33,3/31/2014,769.95,727.86,739.72,739.72,110.18,44.75,755.75,43.63,-29.97,12.0,Timken India Ltd.,382.31,1.934869608432947,11.705160733436216,0.05921270261329805,0.06049586329962688,1.934869608432947,-0.6869126747650698
4573,67.99,370.45,3/31/2015,973.05,911.74,866.43,866.43,137.65,80.69,964.08,42.49,-23.44,12.0,Timken India Ltd.,438.44,1.9761654958489188,18.40388650670559,0.08369637374491742,0.09312927761042439,1.9761654958489188,-0.55165921393269
4574,68.0,462.03,3/31/2016,1122.3,1052.2,1035.89,1035.89,170.32,91.81,1110.05,101.46,-66.88,12.0,Timken India Ltd.,530.03,1.9543988076146637,17.32166103805445,0.08270798612675105,0.08862910154553089,1.9543988076146637,-0.6591760299625468
4575,67.99,549.88,3/31/2017,1128.89,1028.3,890.36,890.36,243.54,97.2,1117.22,164.06,-125.09,12.0,Timken India Ltd.,617.87,1.4410151002638096,15.731464547558549,0.08700166484667299,0.10916932476750978,1.4410151002638096,-0.7624649518468853
4576,67.99,634.34,3/31/2018,1272.75,1221.16,1402.26,1402.26,383.58,91.99,1251.76,38.99,-63.84,12.0,Timken India Ltd.,702.33,1.9965828029558754,13.097831503709081,0.07348852815236147,0.06560124370658793,1.9965828029558754,-1.637342908438061
4577,75.21,1265.53,3/31/2019,1681.1,1583.34,2261.69,2261.69,507.97,148.64,1664.44,248.78,-109.73,12.0,Timken India Ltd.,1340.74,1.686896788340767,11.086414964870144,0.0893033092211194,0.06572076632960308,1.686896788340767,-0.4410724334753598
4578,75.21,1501.46,3/31/2020,1640.76,1370.93,2269.81,2269.81,569.18,246.1,1616.88,351.28,-101.88,12.0,Timken India Ltd.,1576.67,1.4396227492119467,15.608846492924961,0.1522067191133541,0.1084231719835581,1.4396227492119467,-0.2900250512411751
4579,75.22,1268.3,3/31/2021,1430.15,1352.26,2201.14,2201.14,741.09,143.18,1410.53,175.98,-68.74,12.0,Timken India Ltd.,1343.52,1.638338096939383,10.657079909491486,0.1015079438225348,0.06504811143316645,1.638338096939383,-0.390612569610183
4580,88.78,1361.12,3/31/2012,9074.21,9225.89,4718.84,4718.84,3182.1,600.16,8970.87,157.51,-61.58,12.0,Titan Company Ltd.,1449.8999999999999,3.2545968687495694,41.39319953100214,0.06690098061837925,0.12718379940832916,3.2545968687495694,-0.39095930417116376
4581,88.78,1876.09,3/31/2013,10313.33,10401.04,5904.75,5904.75,3851.23,725.18,10206.36,553.09,-137.84,12.0,Titan Company Ltd.,1964.87,3.0051606467603458,36.90727630835628,0.07105177555955305,0.12281298954231762,3.0051606467603458,-0.2492180296154333
4582,88.78,2435.17,3/31/2014,11075.34,10433.77,6140.97,6140.97,3514.73,741.14,10955.15,-551.3,-275.82,12.0,Titan Company Ltd.,2523.9500000000003,2.433079102200915,29.364290100834005,0.06765220010679909,0.12068777408129334,2.433079102200915,0.5003083620533285
4583,88.78,3003.23,3/31/2015,12007.29,11388.54,5910.98,5910.98,2701.68,823.07,11936.71,507.83,-124.34,12.0,Titan Company Ltd.,3092.01,1.91169498158156,26.619254142127613,0.06895283541277288,0.13924425391390263,1.91169498158156,-0.24484571608609182
4584,88.78,3445.91,3/31/2016,11202.84,10685.81,8076.62,8076.62,4381.19,697.57,11105.38,566.71,-150.61,12.0,Titan Company Ltd.,3534.69,2.2849585112131474,19.73496968616767,0.0628136993061021,0.08636905041960623,2.2849585112131474,-0.26576202996241466
4585,88.78,4223.23,3/31/2017,13063.81,12590.42,8391.13,8391.13,3901.2,761.86,12998.87,1768.22,-1020.35,12.0,Titan Company Ltd.,4312.009999999999,1.945990384994469,17.668326372155914,0.05860970992093928,0.0907934926523603,1.945990384994469,-0.577049235954802
4586,88.78,5105.21,3/31/2018,15742.25,15510.77,9439.27,9439.27,4106.72,1162.87,15655.85,299.27,-180.83,12.0,Titan Company Ltd.,5193.99,1.817344661811055,22.388760856297374,0.07427702743702833,0.12319490808081555,1.817344661811055,-0.6042369766431651
4587,88.78,6092.94,3/31/2019,19252.41,18541.83,11662.26,11662.26,5318.55,1374.36,19069.97,1252.89,-915.18,12.0,Titan Company Ltd.,6181.719999999999,1.8865720220262323,22.232647224397095,0.07206933204404621,0.11784679813346641,1.8865720220262323,-0.7304551876062543
4588,89.0,6736.0,3/31/2020,20156.0,19475.0,13363.0,13363.0,5396.0,1517.0,20010.0,492.0,243.0,12.0,Titan Company Ltd.,6825.0,1.957948717948718,22.227106227106226,0.07581209395302349,0.11352241263189404,1.957948717948718,0.49390243902439024
4589,89.0,7464.0,3/31/2021,20783.0,19742.0,16065.0,16065.0,7378.0,877.0,20602.0,1514.0,-2744.0,12.0,Titan Company Ltd.,7553.0,2.126969416126043,11.611280285979081,0.04256868265216969,0.05459072517896047,2.126969416126043,-1.8124174372523119
4590,42.31,1262.19,3/31/2012,2216.14,1940.86,2596.29,2596.29,832.58,311.25,2086.26,396.37,-142.14,12.0,Torrent Pharmaceuticals Ltd.,1304.5,1.9902568033729398,23.859716366423918,0.14919041730177446,0.11988260171244353,1.9902568033729398,-0.35860433433408173
4591,42.31,1608.78,3/31/2013,2908.03,2472.04,3380.31,3380.31,1117.61,546.42,2767.23,-68.69,-89.48,12.0,Torrent Pharmaceuticals Ltd.,1651.09,2.047320255104204,33.094501208292705,0.1974609989050422,0.16164789619886932,2.047320255104204,1.302664143252293
4592,84.62,2205.19,3/31/2014,3445.39,2652.44,4385.82,4385.82,1193.12,762.34,3358.6,310.08,-326.13,12.0,Torrent Pharmaceuticals Ltd.,2289.81,1.9153641568514417,33.292718609840996,0.22698148037872926,0.17381926298844916,1.9153641568514417,-1.0517608359133128
4593,84.62,2620.97,3/31/2015,3797.64,3260.03,6551.27,6551.27,1335.73,623.18,3481.2,1065.16,-2098.7,12.0,Torrent Pharmaceuticals Ltd.,2705.5899999999997,2.4213831363953893,23.0330537886376,0.17901298402849591,0.09512354093175826,2.4213831363953893,-1.9703143189755525
4594,84.62,3622.69,3/31/2016,5732.97,4040.34,7422.93,7422.93,1518.45,1742.99,5439.45,2403.0,-584.42,12.0,Torrent Pharmaceuticals Ltd.,3707.31,2.002241517434474,47.014951541683864,0.3204349704473798,0.23481159057137815,2.002241517434474,-0.24320432792342903
4595,84.62,4369.09,3/31/2017,4892.28,4049.01,8447.28,8447.28,1230.74,854.22,4561.3,679.38,-532.6,12.0,Torrent Pharmaceuticals Ltd.,4453.71,1.8966838882639419,19.17996456886506,0.18727555740687962,0.10112367531323692,1.8966838882639419,-0.7839500721245842
4596,84.62,4471.87,3/31/2018,4593.07,4343.38,12522.57,12522.57,3074.91,482.04,4244.51,929.14,-4206.99,12.0,Torrent Pharmaceuticals Ltd.,4556.49,2.748293094026323,10.579195828367888,0.11356787944898233,0.03849369578289441,2.748293094026323,-4.52783218890587
4597,84.62,4930.65,3/31/2019,6151.26,5410.81,12895.06,12895.06,3106.64,745.42,5692.99,1231.83,-373.33,12.0,Torrent Pharmaceuticals Ltd.,5015.2699999999995,2.5711596783423425,14.863008372430597,0.13093646748018176,0.05780663292764826,2.5711596783423425,-0.30306941704618334
