,Year,Company,Paid up equity capital (net of forfeited equity capital),Reserves and funds,Total income,Total expenses,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Net cash flow from operating activities,Net cash inflow or (outflow) from investing activities,Equity,Retained profits/losses during the year,Net working capital,Market Capitalisation,Operating expenses of non-finance cos
3571,3/31/2016,Sapphire Foods India Ltd.,0.59,613.91,164.87,231.09,685.05,685.05,50.6,-66.22,154.97,-5.65,-604.19,614.5,-66.22,200.78,6167.12,202.4
3572,3/31/2017,Sapphire Foods India Ltd.,41.68,531.32,646.59,706.29,717.9,717.9,128.62,-59.7,616.83,-45.46,28.72,573.0,-59.7,-3.85,6151.55,640.65
3573,3/31/2018,Sapphire Foods India Ltd.,41.68,495.94,768.62,804.53,718.29,718.29,174.07,-35.91,761.34,-10.84,-39.28,537.62,-35.91,-106.66,6037.81,756.8
3574,3/31/2019,Sapphire Foods India Ltd.,43.11,460.28,969.61,1011.66,961.27,961.27,177.65,-42.05,960.5,28.31,-297.42,503.39,-42.05,55.03,6067.36,935.93
3575,3/31/2020,Sapphire Foods India Ltd.,50.24,504.24,1114.62,1253.53,1273.49,1273.49,222.13,-138.91,1103.56,166.69,-39.26,554.48,-138.91,-129.4,6048.61,950.25
3576,3/31/2021,Sapphire Foods India Ltd.,52.79,462.12,858.42,955.12,1260.22,1260.22,252.87,-96.7,805.17,115.11,-70.51,514.91,-96.7,-147.59,6182.05,712.67
3577,3/31/2012,Saregama India Ltd.,17.4,140.92,155.76,157.33,297.11,297.11,134.44,-1.39,149.75,32.05,-2.58,158.32,-1.39,9.6,7823.79,116.37
3578,3/31/2013,Saregama India Ltd.,17.4,148.71,184.47,168.8,274.61,274.61,106.99,10.88,174.69,19.43,-4.43,166.11,7.83,38.64,7818.97,138.05
3579,3/31/2014,Saregama India Ltd.,17.4,157.72,198.33,181.52,285.74,285.74,107.96,12.09,167.72,23.63,-14.35,175.12,9.03,37.44,7512.12,132.04
3580,3/31/2015,Saregama India Ltd.,17.4,169.03,230.41,217.47,300.69,300.69,112.85,15.69,181.89,1.84,-0.88,186.43,12.55,54.71,7377.02,155.26
3581,3/31/2016,Saregama India Ltd.,17.4,173.42,225.17,213.8,324.47,324.47,132.34,7.54,214.89,29.05,-1.45,190.82,4.4,51.77,7487.99,191.09
3582,3/31/2017,Saregama India Ltd.,17.4,323.62,225.89,224.81,585.22,585.22,190.16,10.0,208.19,-7.77,3.0,341.02,6.86,66.76,7364.48,191.23
3583,3/31/2018,Saregama India Ltd.,17.41,364.68,359.84,366.68,695.49,695.49,257.14,30.51,345.83,-5.34,-12.99,382.09000000000003,27.37,73.39,7545.89,327.04
3584,3/31/2019,Saregama India Ltd.,17.41,408.72,583.92,577.19,852.53,852.53,362.72,51.93,524.6,-23.05,-19.73,426.13000000000005,45.64,94.37,7133.86,524.11
3585,3/31/2020,Saregama India Ltd.,17.43,396.35,511.61,459.25,733.98,733.98,267.42,48.99,500.36,84.56,-10.3,413.78000000000003,42.69,112.34,7378.95,426.83
3586,3/31/2021,Saregama India Ltd.,17.43,492.13,463.33,332.71,926.68,926.68,358.81,107.02,434.45,187.46,-137.88,509.56,69.55,177.29,7004.55,285.17
3587,12/31/2012,Schaeffler India Ltd.,16.62,862.88,1605.37,1421.42,1152.3,1152.3,234.04,159.18,1560.74,137.06,-172.05,879.5,149.52,400.25,35176.92,1314.54
3588,12/31/2013,Schaeffler India Ltd.,16.62,972.93,1567.63,1478.0,1341.05,1341.05,304.84,121.83,1520.77,162.07,-51.85,989.55,110.1,432.89,34803.36,1369.54
3589,12/31/2014,Schaeffler India Ltd.,16.62,1090.87,1787.55,1636.78,1445.34,1445.34,278.31,152.88,1746.91,117.38,-195.44,1107.4899999999998,138.3,577.2,34133.6,1489.05
3590,12/31/2015,Schaeffler India Ltd.,16.62,1272.62,1923.6,1739.62,1667.03,1667.03,335.85,197.48,1867.47,181.86,-219.31,1289.2399999999998,176.89,738.97,35231.63,1532.62
3591,12/31/2016,Schaeffler India Ltd.,16.62,1458.54,2013.42,1877.47,1883.28,1883.28,364.41,195.06,1945.16,192.81,-138.73,1475.1599999999999,174.96,925.18,35406.69,1698.21
3592,12/31/2017,Schaeffler India Ltd.,16.62,2293.9,4159.2,3754.37,3216.41,3216.41,770.56,388.49,4099.65,400.96,-269.65,2310.52,364.38,1453.25,34987.01,3381.93
3593,12/31/2018,Schaeffler India Ltd.,31.26,2674.86,4663.66,4473.78,3789.98,3789.98,1030.74,419.8,4561.51,238.2,-183.83,2706.1200000000003,385.75,1557.92,34550.14,4091.08
3594,12/31/2019,Schaeffler India Ltd.,31.26,2930.9,4423.84,4040.37,3652.84,3652.84,645.07,367.64,4360.63,509.77,-365.77,2962.1600000000003,254.58,1601.33,34067.95,3683.25
3595,12/31/2020,Schaeffler India Ltd.,31.26,3109.03,3875.2,3531.96,4265.75,4265.75,974.56,290.97,3814.9,649.19,-432.45,3140.2900000000004,181.56,1708.54,33786.6,3204.42
3596,12/31/2021,Schaeffler India Ltd.,31.26,3622.41,5696.47,5300.52,5055.78,5055.78,1191.79,629.12,5623.09,464.67,-341.62,3653.67,510.33,2174.42,33633.42,4876.95
3597,3/31/2012,Sequent Scientific Ltd.,21.34,105.38,356.44,354.37,521.0,521.0,298.98,1.47,345.09,18.87,-48.94,126.72,1.47,-126.6,2672.68,293.5
3598,3/31/2013,Sequent Scientific Ltd.,23.44,74.13,326.69,388.3,575.49,575.49,321.82,-54.5,245.91,-6.06,-37.94,97.57,-54.5,-133.63,2658.96,253.46
3599,3/31/2014,Sequent Scientific Ltd.,26.74,12.86,469.2,591.86,598.86,598.86,417.57,-114.42,359.81,-52.34,-50.85,39.599999999999994,-114.42,-208.99,2519.28,349.41
3600,3/31/2015,Sequent Scientific Ltd.,30.49,97.64,551.14,500.81,677.16,677.16,429.86,41.31,402.87,53.53,-54.86,128.13,41.31,-220.17,2498.08,334.32
3601,3/31/2016,Sequent Scientific Ltd.,42.41,1150.42,424.23,402.1,1383.38,1383.38,112.24,10.39,409.73,97.49,-356.86,1192.8300000000002,10.39,103.43,2455.67,357.07
3602,3/31/2017,Sequent Scientific Ltd.,48.75,1208.6,128.76,129.21,1506.86,1506.86,196.87,-0.01,94.58,-25.86,-45.01,1257.35,-0.01,89.86,2373.36,125.45
3603,3/31/2018,Sequent Scientific Ltd.,48.75,899.88,691.03,285.05,1016.04,1016.04,39.45,406.41,105.74,-3.83,15.42,948.63,400.57,84.92,2344.67,124.53
3604,3/31/2019,Sequent Scientific Ltd.,49.37,868.45,181.59,176.94,1057.22,1057.22,94.02,7.59,166.29,72.55,-112.82,917.82,7.59,-4.7,2105.22,166.19
3605,3/31/2020,Sequent Scientific Ltd.,49.67,836.54,241.9,224.45,1023.89,1023.89,116.69,21.34,228.18,30.23,-10.42,886.2099999999999,15.51,4.29,2239.91,209.0
3606,3/31/2021,Sequent Scientific Ltd.,49.67,979.85,286.64,270.09,1139.81,1139.81,96.69,32.11,266.33,1.81,18.05,1029.52,32.11,40.0,2415.76,246.08
3607,3/31/2014,Sheela Foam Ltd.,16.26,169.91,1136.24,1115.7,470.81,470.81,211.44,23.27,1128.29,120.63,-26.28,186.17,23.27,43.97,13729.92,1066.37
3608,3/31/2015,Sheela Foam Ltd.,16.26,204.13,1285.81,1251.75,539.91,539.91,262.02,34.22,1275.42,110.26,-40.52,220.39,34.22,27.15,13802.61,1206.02
3609,3/31/2016,Sheela Foam Ltd.,16.26,294.28,1432.55,1333.66,649.1,649.1,281.33,90.15,1420.02,170.6,-40.94,310.53999999999996,90.15,79.78,13760.65,1258.08
3610,3/31/2017,Sheela Foam Ltd.,24.39,396.89,1643.99,1548.01,779.92,779.92,295.38,111.2,1626.5,102.13,3.65,421.28,111.2,129.63,13357.95,1470.53
3611,3/31/2018,Sheela Foam Ltd.,24.39,521.95,1759.98,1651.17,893.94,893.94,267.19,125.94,1736.98,113.74,-71.07,546.34,125.94,203.55,12858.42,1560.4
3612,3/31/2019,Sheela Foam Ltd.,24.39,644.69,1878.57,1762.32,1024.75,1024.75,266.04,123.67,1847.13,119.55,-239.88,669.08,123.67,310.46,12652.55,1668.85
3613,3/31/2020,Sheela Foam Ltd.,24.39,805.74,1833.58,1664.19,1173.78,1173.78,250.13,165.51,1792.24,129.79,-102.87,830.13,165.51,315.93,12547.18,1558.22
3614,3/31/2021,Sheela Foam Ltd.,24.39,988.99,1781.41,1608.76,1428.93,1428.93,315.46,181.15,1739.52,179.1,-164.11,1013.38,181.15,247.65,12553.04,1503.87
3615,3/31/2012,Shilpa Medicare Ltd.,4.9,282.4,293.45,270.71,422.23,422.23,109.74,39.75,285.03,49.57,-144.58,287.29999999999995,37.18,59.91,3738.56,243.37
3616,3/31/2013,Shilpa Medicare Ltd.,4.9,325.88,341.81,292.14,507.2,507.2,112.16,45.96,335.28,35.95,-63.04,330.78,42.25,58.36,3765.47,267.37
3617,3/31/2014,Shilpa Medicare Ltd.,7.36,405.2,543.22,474.19,627.16,627.16,149.07,80.86,534.36,58.98,-38.2,412.56,76.34,48.8,3657.4,422.49
3618,3/31/2015,Shilpa Medicare Ltd.,7.71,555.39,578.41,500.0,783.99,783.99,160.14,84.1,570.91,67.36,-139.5,563.1,79.01,120.87,3886.99,441.9
3619,3/31/2016,Shilpa Medicare Ltd.,7.71,656.89,692.52,582.21,931.09,931.09,205.44,112.86,681.37,119.65,-100.98,664.6,102.22,107.67,3765.47,517.89
3620,3/31/2017,Shilpa Medicare Ltd.,8.01,1021.6,767.72,680.92,1496.48,1496.48,220.35,127.45,738.19,50.49,-275.3,1029.6100000000001,121.66,466.13,3581.45,602.19
3621,3/31/2018,Shilpa Medicare Ltd.,8.15,1148.83,778.47,598.03,1582.24,1582.24,251.06,133.24,743.94,54.46,-12.83,1156.98,126.28,376.28,3504.63,528.51
3622,3/31/2019,Shilpa Medicare Ltd.,8.15,1273.4,707.22,593.04,1715.35,1715.35,232.38,124.11,663.88,164.16,-214.71,1281.5500000000002,124.11,190.41,3530.23,483.15
3623,3/31/2020,Shilpa Medicare Ltd.,8.15,1445.27,846.0,666.54,2068.7,2068.7,359.86,193.72,805.96,129.8,-295.1,1453.42,173.08,490.71,3654.79,590.0
3624,3/31/2021,Shilpa Medicare Ltd.,8.15,1629.68,927.3,797.69,2554.73,2554.73,467.45,184.39,830.32,80.7,-249.21,1637.8300000000002,184.39,214.97,3634.83,673.15
3625,3/31/2012,Shipping Corpn. Of India Ltd.,465.8,6268.52,4541.32,4969.53,14113.91,14113.91,1766.35,-428.21,3837.33,-449.17,-1663.67,6734.320000000001,-428.21,1191.84,5386.97,3824.98
3626,3/31/2013,Shipping Corpn. Of India Ltd.,465.8,6150.35,4873.02,4987.33,16187.14,16187.14,2630.95,-114.31,4171.79,808.69,-2669.48,6616.150000000001,-114.31,227.92,5282.16,3786.61
3627,3/31/2014,Shipping Corpn. Of India Ltd.,465.8,5874.02,4570.65,4845.31,16627.37,16627.37,3592.18,-274.66,4196.27,838.21,-965.67,6339.820000000001,-274.66,-500.01,4953.77,3605.7
3628,3/31/2015,Shipping Corpn. Of India Ltd.,465.8,6067.8,4604.34,4403.41,15073.72,15073.72,2831.8,200.93,4292.63,2099.65,-253.08,6533.6,200.93,-352.43,4816.36,3277.3
3629,3/31/2016,Shipping Corpn. Of India Ltd.,465.8,6257.67,4236.43,3483.15,14899.33,14899.33,3122.36,753.28,4033.46,1490.04,-11.13,6723.47,753.28,-1234.43,4865.27,2709.16
3630,3/31/2017,Shipping Corpn. Of India Ltd.,465.8,6366.96,3603.85,3461.57,14700.88,14700.88,4316.14,142.28,3392.54,682.51,-85.68,6832.76,142.28,-2250.35,4592.78,2677.94
3631,3/31/2018,Shipping Corpn. Of India Ltd.,465.8,6631.75,3618.18,3364.43,14677.38,14677.38,4078.33,253.75,3281.2,228.34,-470.67,7097.55,253.75,-1221.29,4627.71,2764.33
3632,3/31/2019,Shipping Corpn. Of India Ltd.,465.8,6515.41,4106.83,4228.82,14439.45,14439.45,4776.08,-121.99,3752.93,668.23,-66.25,6981.21,-121.99,-1941.56,4241.1,3052.31
3633,3/31/2020,Shipping Corpn. Of India Ltd.,465.8,6832.38,4668.44,4366.09,13990.12,13990.12,4850.31,302.35,4302.87,944.72,319.19,7298.18,302.35,-2095.69,4408.79,3098.99
3634,3/31/2021,Shipping Corpn. Of India Ltd.,465.8,7436.22,3916.72,3298.62,13385.14,13385.14,2677.46,618.1,3610.96,1340.52,-207.52,7902.02,583.16,-23.59,4143.28,2526.47
3635,6/30/2012,Shree Cement Ltd.,34.84,2699.09,6915.8,6278.61,5889.98,5889.98,1945.16,618.5,6678.27,1600.91,-1677.41,2733.9300000000003,537.52,533.78,69269.44,5012.14
3636,6/30/2013,Shree Cement Ltd.,34.84,3808.81,6450.55,5462.55,6167.96,6167.96,1417.0,1003.97,6260.87,1259.73,-269.7,3843.65,922.67,639.13,69229.75,4715.95
3637,6/30/2014,Shree Cement Ltd.,34.84,4676.03,6950.25,6179.38,7347.44,7347.44,1499.27,787.24,6655.04,1400.68,-1233.94,4710.87,697.56,607.1,68930.83,5281.47
3638,6/30/2015,Shree Cement Ltd.,34.84,5241.56,7502.04,7154.81,8010.18,8010.18,1448.61,426.33,7347.42,1238.56,-990.14,5276.400000000001,326.87,627.28,69317.25,6064.28
3639,3/31/2016,Shree Cement Ltd.,34.84,6810.69,7100.01,5953.6,9467.97,9467.97,1161.7,1143.13,6811.11,1566.15,-1264.56,6845.53,983.8,630.93,69712.33,4931.15
3640,3/31/2017,Shree Cement Ltd.,34.84,7663.3,10056.27,8770.64,11187.14,11187.14,1989.48,1339.11,9694.5,2201.65,-2047.9,7698.14,852.73,1280.16,67579.6,7208.36
3641,3/31/2018,Shree Cement Ltd.,34.84,8861.99,10992.16,9606.69,15150.44,15150.44,2968.04,1384.18,10603.11,1878.75,-3594.73,8896.83,1199.7,2653.62,65034.83,8107.74
3642,3/31/2019,Shree Cement Ltd.,34.84,9562.55,12543.6,11623.16,15198.56,15198.56,1988.13,951.05,12295.3,2059.69,-812.63,9597.39,720.07,1923.25,66453.34,9500.36
3643,3/31/2020,Shree Cement Ltd.,36.08,12900.34,12988.1,11412.95,19367.15,19367.15,3810.53,1570.18,12707.72,3751.38,-5373.32,12936.42,944.72,2874.09,66905.97,9014.77
3644,3/31/2021,Shree Cement Ltd.,36.08,15213.99,13868.74,11514.76,21068.51,21068.51,3517.73,2311.93,13400.47,4093.61,-2867.88,15250.07,2311.93,3516.52,66709.51,9393.45
3645,3/31/2012,Shree Renuka Sugars Ltd.,67.13,1713.37,6471.69,6775.77,7544.06,7544.06,3749.5,84.05,6470.56,-675.81,-1247.78,1780.5,6.03,-1588.54,11068.15,6114.9
3646,3/31/2013,Shree Renuka Sugars Ltd.,67.13,1725.86,6498.47,6609.93,8099.83,8099.83,4748.41,51.84,6487.46,2282.73,-68.05,1792.9899999999998,12.57,-2225.21,11004.29,6048.14
3647,3/31/2014,Shree Renuka Sugars Ltd.,67.13,1268.55,6700.39,6333.98,7000.24,7000.24,4060.4,-460.39,6652.52,-565.03,-16.95,1335.6799999999998,-460.39,-2675.94,10131.61,5670.26
3648,3/31/2015,Shree Renuka Sugars Ltd.,92.88,1444.9,5827.99,6464.45,7542.36,7542.36,4603.2,-295.09,5826.38,261.39,58.03,1537.7800000000002,-295.09,-2762.91,10333.82,5987.16
3649,3/31/2016,Shree Renuka Sugars Ltd.,92.88,3139.78,5987.31,6144.55,9989.62,9989.62,4288.34,-278.12,5966.23,488.94,-14.01,3232.6600000000003,-278.12,-1839.47,10514.74,5701.13
3650,3/31/2017,Shree Renuka Sugars Ltd.,94.53,2261.12,7915.76,7668.75,9636.22,9636.22,3127.27,-235.83,7865.64,192.78,16.12,2355.65,-235.83,-939.49,9727.2,7080.45
3651,3/31/2018,Shree Renuka Sugars Ltd.,191.68,699.84,7290.1,10367.48,9699.85,9699.85,5510.72,-2982.14,5863.13,-1210.76,20.33,891.52,-2982.14,-1246.86,9567.56,6062.21
3652,3/31/2019,Shree Renuka Sugars Ltd.,191.68,354.77,4501.68,5392.34,9936.58,9936.58,6246.79,-381.89,4330.14,465.16,-325.21,546.45,-381.89,-1878.06,8694.88,4558.88
3653,3/31/2020,Shree Renuka Sugars Ltd.,191.68,-311.76,4953.81,5636.77,9504.97,9504.97,6863.82,-551.2,4615.26,818.69,-145.91,-120.07999999999998,-551.2,-2448.2,9620.77,4474.32
3654,3/31/2021,Shree Renuka Sugars Ltd.,212.85,-43.57,6036.25,6396.14,9833.74,9833.74,6035.29,55.64,5565.53,-1531.47,-158.02,169.28,55.64,-989.09,9546.28,5382.39
3655,3/31/2013,Shriram Transport Finance Co. Ltd.,226.86,6967.85,6566.23,5205.61,47960.8,47960.8,17446.91,1360.62,0.10000000000000002,-6993.31,-63.31,7194.71,1175.13,-6629.73,31579.12,821.63
3656,3/31/2014,Shriram Transport Finance Co. Ltd.,226.88,8046.32,7888.26,6624.05,53273.35,53273.35,17678.91,1264.21,0.1,-4801.7,932.14,8273.199999999999,1078.41,-7332.7,31549.36,1010.09
3657,3/31/2015,Shriram Transport Finance Co. Ltd.,226.88,9011.05,8644.73,7406.5,63940.78,63940.78,18207.23,1238.23,0.1,-9837.44,-110.84,9237.929999999998,965.98,-9527.03,30645.83,1144.45
3658,3/31/2016,Shriram Transport Finance Co. Ltd.,226.88,9927.22,10293.61,9115.41,73260.25,73260.25,26467.59,1178.2,0.1,-9615.18,1689.2,10154.099999999999,904.64,-22137.44,30835.19,1316.88
3659,3/31/2017,Shriram Transport Finance Co. Ltd.,226.88,11075.32,10830.61,9573.27,80374.46,80374.46,27713.83,1257.34,0.07,-2707.21,-1.28,11302.199999999999,1148.11,-21238.28,31098.95,1231.61
3660,3/31/2018,Shriram Transport Finance Co. Ltd.,226.88,13348.57,13507.12,11046.58,109617.41,109617.41,13724.5,2460.54,0.21,-13534.87,103.15,13575.449999999999,2162.61,-5065.17,30912.29,1447.97
3661,3/31/2019,Shriram Transport Finance Co. Ltd.,226.88,15609.38,15741.96,13177.97,113803.79,113803.79,9944.17,2563.99,0.22,-3475.58,-444.63,15836.259999999998,2263.12,-5032.82,31063.78,1724.08
3662,3/31/2020,Shriram Transport Finance Co. Ltd.,226.88,17778.28,16582.24,14080.4,124405.59,124405.59,11623.55,2501.84,0.22,471.64,-1328.8,18005.16,2173.62,1125.92,30762.15,1830.84
3663,3/31/2021,Shriram Transport Finance Co. Ltd.,253.06,21315.31,17447.36,14960.1,142946.97,142946.97,14755.9,2487.26,0.21,1133.05,-1189.84,21568.370000000003,2183.59,9496.67,31721.14,1734.43
3664,3/31/2022,Shriram Transport Finance Co. Ltd.,270.52,25661.67,19377.68,16669.75,157751.58,157751.58,16882.1,2707.93,0.17,-3114.05,-336.16,25932.19,2008.05,9890.69,31668.39,1863.4
3665,3/31/2012,Shyam Metalics & Energy Ltd.,33.84,374.02,746.51,729.28,1054.04,1054.04,300.32,30.17,738.24,164.01,-182.33,407.86,30.17,76.66,8207.22,642.54
3666,3/31/2013,Shyam Metalics & Energy Ltd.,38.47,446.79,823.27,796.58,1248.54,1248.54,403.28,26.55,807.14,147.81,-177.54,485.26,26.55,7.05,8318.18,679.63
3667,3/31/2014,Shyam Metalics & Energy Ltd.,37.85,611.32,1098.19,1045.37,1311.22,1311.22,356.67,43.09,1088.23,125.8,-40.42,649.1700000000001,43.09,69.73,7945.76,907.78
3668,3/31/2015,Shyam Metalics & Energy Ltd.,43.49,681.98,1366.99,1286.2,1209.49,1209.49,264.62,70.84,1290.92,259.06,-52.72,725.47,70.84,116.85,7888.37,1132.95
3669,3/31/2016,Shyam Metalics & Energy Ltd.,43.26,1173.75,964.08,994.87,1862.49,1862.49,284.34,-62.21,957.13,164.79,-108.27,1217.01,-62.21,25.04,8182.99,875.51
3670,3/31/2017,Shyam Metalics & Energy Ltd.,46.72,1231.91,1194.29,1156.09,2000.14,2000.14,385.91,51.04,1156.78,134.52,-89.42,1278.63,51.04,103.25,7776.13,1046.28
3671,3/31/2018,Shyam Metalics & Energy Ltd.,46.72,1514.95,1804.82,1553.93,2353.42,2353.42,468.44,281.84,1774.52,312.76,-341.03,1561.67,281.84,145.48,7665.17,1508.35
3672,3/31/2019,Shyam Metalics & Energy Ltd.,233.61,1617.65,2227.33,1945.62,2709.47,2709.47,478.5,285.24,2209.55,393.22,-450.73,1851.2600000000002,285.24,190.54,7100.17,1751.74
3673,3/31/2020,Shyam Metalics & Energy Ltd.,233.61,1724.34,2163.26,2126.13,3461.84,3461.84,881.29,105.35,2154.15,15.81,-206.74,1957.9499999999998,105.35,328.61,7204.75,1899.02
3674,3/31/2021,Shyam Metalics & Energy Ltd.,233.61,2123.56,3189.12,2711.81,3353.33,3353.33,693.39,438.9,3121.42,599.37,-114.05,2357.17,395.68,422.3,7172.87,2425.38
3675,9/30/2012,Siemens Ltd.,68.1,3892.2,13353.2,13111.4,13412.7,13412.7,6386.6,343.2,13160.4,43.3,25.9,3960.2999999999997,97.7,1013.9,84322.15,12406.6
3676,9/30/2013,Siemens Ltd.,71.2,3959.1,11854.5,11638.1,12819.3,12819.3,5679.9,194.0,11552.2,101.8,-195.3,4030.2999999999997,-14.4,1142.9,84357.77,11205.8
3677,9/30/2014,Siemens Ltd.,71.2,4304.4,11499.3,11044.8,13796.3,13796.3,6505.8,603.2,10803.4,607.8,130.3,4375.599999999999,346.8,1520.7,84758.4,10404.0
3678,9/30/2015,Siemens Ltd.,71.2,5055.4,11855.4,10565.9,14514.0,14514.0,6240.4,1183.3,10666.0,620.4,624.1,5126.599999999999,754.7,2282.5,85306.83,9684.3
3679,9/30/2016,Siemens Ltd.,71.2,6749.6,14441.5,11686.0,16616.6,16616.6,5919.3,2917.1,11053.7,508.4,239.6,6820.8,1309.8,3960.1,84772.65,10273.9
3680,9/30/2017,Siemens Ltd.,71.2,7633.5,12272.7,11056.8,18711.3,18711.3,7514.8,1133.6,11189.3,553.8,1314.1,7704.7,876.4,4615.0,83380.22,10144.2
3681,9/30/2018,Siemens Ltd.,71.2,8234.2,13061.3,12259.5,20313.6,20313.6,6658.5,893.9,12551.7,42.2,-157.2,8305.400000000001,593.9,4660.4,82833.57,11319.0
3682,9/30/2019,Siemens Ltd.,71.2,8972.4,14187.1,13150.0,21783.1,21783.1,7280.3,1086.9,12828.7,1211.6,-1032.4,9043.6,786.4,5720.9,81263.08,11548.4
3683,9/30/2020,Siemens Ltd.,71.2,9402.8,10870.2,10008.3,22478.9,22478.9,7039.7,756.5,9705.5,676.5,828.9,9474.0,456.0,6413.8,83471.03,8672.9
3684,9/30/2021,Siemens Ltd.,71.2,10272.5,13418.6,12627.8,24484.0,24484.0,7724.3,1103.0,12821.3,1333.8,-2507.1,10343.7,853.7,5272.1,80910.52,11809.5
3685,3/31/2012,Sobha Ltd.,98.06,1902.43,1408.35,1667.22,4085.87,4085.87,1993.46,200.85,1394.75,530.25,-210.25,2000.49,143.87,802.04,5151.55,1418.51
3686,3/31/2013,Sobha Ltd.,98.06,2018.67,1818.13,1770.53,4685.24,4685.24,2454.75,196.57,1797.37,400.68,-158.14,2116.73,116.25,925.18,5134.48,1477.94
3687,3/31/2014,Sobha Ltd.,98.06,2144.91,2140.05,2403.68,5240.89,5240.89,2817.14,206.54,2105.9,312.96,-89.97,2242.97,126.22,1026.56,4998.85,2085.74
3688,3/31/2015,Sobha Ltd.,98.06,2247.77,2413.4,2444.94,5876.93,5876.93,3146.38,186.66,2379.46,-338.19,-53.47,2345.83,103.95,1256.09,4933.88,2122.48
3689,3/31/2016,Sobha Ltd.,98.06,2357.38,1975.9,2472.58,7992.87,7992.87,4777.67,124.77,1907.39,191.77,-180.17,2455.44,42.07,1491.63,4859.9,2129.77
3690,3/31/2017,Sobha Ltd.,96.31,2418.27,2238.28,2843.78,8789.73,8789.73,5616.82,140.21,2202.94,352.03,-51.51,2514.58,117.04,1343.03,4738.97,2539.96
3691,3/31/2018,Sobha Ltd.,94.85,2522.25,2649.7,2270.69,8902.18,8902.18,5662.98,193.94,2588.93,267.86,-8.36,2617.1,164.96,1301.65,4673.53,1926.57
3692,3/31/2019,Sobha Ltd.,94.85,1982.54,3434.67,3411.71,10931.15,10931.15,8476.22,286.53,3358.77,231.47,-70.07,2077.39,206.49,-1450.63,4782.13,2975.32
3693,3/31/2020,Sobha Ltd.,94.85,2192.44,3830.48,3856.08,10819.17,10819.17,8104.85,289.48,3755.84,82.51,-84.81,2287.29,209.44,-653.0,5017.82,2939.97
3694,3/31/2021,Sobha Ltd.,94.85,2192.25,2191.17,2465.35,11062.34,11062.34,8213.55,65.54,2096.7,641.06,-91.71,2287.1,-0.85,-425.22,4948.58,1785.59
3695,3/31/2013,Solar Industries India Ltd.,18.1,377.55,987.25,913.03,711.31,711.31,275.09,75.82,975.58,-2.65,-52.82,395.65000000000003,53.96,-53.12,25006.93,859.2
3696,3/31/2014,Solar Industries India Ltd.,18.1,437.49,1004.73,924.72,825.32,825.32,299.25,83.84,985.5,63.72,-21.08,455.59000000000003,59.95,-4.34,25832.65,834.7
3697,3/31/2015,Solar Industries India Ltd.,18.1,505.5,1136.67,1026.37,796.91,796.91,165.32,107.92,1116.84,128.28,-16.02,523.6,73.83,83.56,25004.21,959.04
3698,3/31/2016,Solar Industries India Ltd.,18.1,530.19,1141.62,1035.61,919.07,919.07,210.67,108.86,1125.4,174.02,-109.09,548.2900000000001,40.24,80.07,24622.34,943.53
3699,3/31/2017,Solar Industries India Ltd.,18.1,640.54,1266.6,1135.81,1072.71,1072.71,259.09,132.58,1253.22,70.16,-100.02,658.64,110.8,123.88,24910.1,1034.11
3700,3/31/2018,Solar Industries India Ltd.,18.1,741.11,1323.87,1209.07,1123.95,1123.95,200.95,134.26,1305.35,212.75,-78.26,759.21,101.59,114.62,24925.03,1088.45
3701,3/31/2019,Solar Industries India Ltd.,18.1,866.95,1686.55,1481.16,1306.31,1306.31,287.3,191.47,1663.22,209.77,-129.22,885.0500000000001,126.02,74.96,25012.36,1321.45
3702,3/31/2020,Solar Industries India Ltd.,18.1,1003.28,1546.89,1347.44,1403.15,1403.15,240.49,213.4,1511.54,194.93,-9.93,1021.38,137.04,169.14,24384.36,1256.51
3703,3/31/2021,Solar Industries India Ltd.,18.1,1138.71,1611.23,1439.63,1641.14,1641.14,326.11,189.07,1584.4,147.77,-99.33,1156.81,134.78,232.85,25189.26,1312.2
3704,3/31/2022,Solar Industries India Ltd.,18.1,1347.49,2579.87,2343.71,2034.67,2034.67,453.11,261.52,2528.34,294.01,-280.21,1365.59,207.23,205.75,24791.56,2190.37
3705,3/31/2012,Sona B L W Precision Forgings Ltd.,27.72,102.29,308.26,289.34,384.26,384.26,71.69,20.83,304.56,67.82,-37.57,130.01,20.83,7.53,34698.86,241.03
3706,3/31/2013,Sona B L W Precision Forgings Ltd.,27.72,125.08,290.33,270.09,403.09,403.09,107.65,22.79,287.03,83.75,-37.19,152.8,22.79,-26.32,35104.99,222.11
3707,3/31/2014,Sona B L W Precision Forgings Ltd.,27.72,156.19,362.84,341.58,460.09,460.09,142.28,31.11,361.58,79.04,-30.95,183.91,31.11,-44.14,35131.28,278.07
3708,3/31/2015,Sona B L W Precision Forgings Ltd.,27.72,183.06,378.73,344.86,461.62,461.62,139.42,28.88,377.03,44.79,-19.65,210.78,28.88,-32.28,34824.5,289.71
3709,3/31/2016,Sona B L W Precision Forgings Ltd.,27.72,167.1,403.22,424.34,458.26,458.26,209.03,-15.96,400.68,38.04,-12.01,194.82,-15.96,-43.14,35058.24,313.6
3710,3/31/2017,Sona B L W Precision Forgings Ltd.,27.72,211.97,550.68,517.63,510.57,510.57,169.8,44.87,548.98,22.81,-11.79,239.69,44.87,35.46,33287.65,397.5
