,Year,Company,Paid up equity capital (net of forfeited equity capital),Reserves and funds,Total income,Total expenses,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Net cash flow from operating activities,Net cash inflow or (outflow) from investing activities,Equity,Retained profits/losses during the year,Net working capital,Market Capitalisation,Operating expenses of non-finance cos
130,3/31/2016,Adani Total Gas Ltd.,256.74,357.24,1233.16,1152.03,1436.34,1436.34,460.87,81.48,1209.3,269.56,-412.73,613.98,28.94,-363.17,258785.31,943.71
131,3/31/2017,Adani Total Gas Ltd.,256.74,458.11,1202.98,1101.38,1663.16,1663.16,332.27,101.19,1166.71,278.76,-303.25,714.85,101.19,-214.13,261490.85,883.33
132,3/31/2018,Adani Total Gas Ltd.,256.74,768.94,1538.1,1372.88,2814.86,2814.86,364.79,164.58,1457.84,276.86,-987.65,1025.68,164.58,-87.2,236046.74,1089.87
133,3/31/2019,Adani Total Gas Ltd.,109.98,1001.5,1910.17,1676.02,2069.85,2069.85,493.12,228.71,1824.22,356.1,791.01,1111.48,228.71,-185.28,218708.23,1362.14
134,3/31/2020,Adani Total Gas Ltd.,109.98,1370.34,2035.69,1599.11,2497.75,2497.75,591.97,436.24,1990.9,492.4,-460.99,1480.32,369.95,-371.29,261886.78,1395.88
135,3/31/2021,Adani Total Gas Ltd.,109.98,1842.44,1829.26,1358.39,3239.59,3239.59,808.69,471.95,1784.49,653.5,-770.5,1952.42,471.95,-604.65,249728.38,1091.57
136,3/31/2015,Adani Transmission Ltd.,1090.0,-17.94,23.83,41.77,3711.11,3711.11,2631.97,-17.94,22.92,-11.48,-3682.52,1072.06,-17.94,-2605.62,229456.84,22.59
137,3/31/2016,Adani Transmission Ltd.,1099.81,1149.05,421.38,477.92,7620.57,7620.57,2676.4,-56.54,274.46,57.45,-3746.98,2248.8599999999997,-56.54,-2584.97,228882.37,208.31
138,3/31/2017,Adani Transmission Ltd.,1099.81,1021.18,1608.3,1604.45,10780.37,10780.37,1656.31,3.85,810.36,-14.91,-2310.88,2120.99,3.85,-1105.47,237276.45,784.63
139,3/31/2018,Adani Transmission Ltd.,1099.81,904.33,1610.33,1634.96,12247.71,12247.71,1903.36,-24.63,835.29,49.55,-246.11,2004.1399999999999,-24.63,-757.2,226132.68,840.53
140,3/31/2019,Adani Transmission Ltd.,1099.81,650.52,1631.45,1589.05,12823.55,12823.55,2338.62,42.4,832.83,23.12,-266.5,1750.33,42.4,-1906.8,229562.82,842.56
141,3/31/2020,Adani Transmission Ltd.,1099.81,431.21,1653.69,1648.15,12956.36,12956.36,781.89,5.54,857.79,-17.35,1971.08,1531.02,5.54,959.02,246133.46,869.35
142,3/31/2021,Adani Transmission Ltd.,1099.81,157.1,1434.72,1455.93,12207.16,12207.16,1183.64,-21.21,755.23,-22.0,190.69,1256.9099999999999,-21.21,-870.76,236668.51,765.4
143,3/31/2012,Aditya Birla Capital Ltd.,110.0,-12.33,0.5,4.3,695.56,695.56,1.39,-3.8,0.35140542462982477,-3.9,-52.6,97.67,-3.8,0.31,24780.36,3.82
144,3/31/2013,Aditya Birla Capital Ltd.,110.0,-11.47,3.13,2.27,975.79,975.79,0.76,0.86,0.35082745958606887,2.84,-282.8,98.53,0.86,1.95,24309.16,1.33
145,3/31/2014,Aditya Birla Capital Ltd.,717.01,-65.86,3.49,57.88,1529.01,1529.01,1.34,-54.39,0.3492739588670638,0.29,-607.34,651.15,-54.39,2.04,22993.14,1.68
146,3/31/2015,Aditya Birla Capital Ltd.,757.01,245.57,5.61,54.17,2191.89,2191.89,31.35,-48.56,0.3481256525245055,-5.37,-670.44,1002.5799999999999,-48.56,1.45,22944.81,9.42
147,3/31/2016,Aditya Birla Capital Ltd.,796.01,596.1,8.07,8.55,3148.76,3148.76,16.61,-0.48,0.34647946194590784,-21.27,-950.91,1392.1100000000001,-0.48,4.77,23271.04,6.09
148,3/31/2017,Aditya Birla Capital Ltd.,1232.24,3378.66,106.39,102.15,5157.85,5157.85,530.58,4.24,0.3369373285689382,2.97,-1973.55,4610.9,4.24,-458.35,22280.27,100.56
149,3/31/2018,Aditya Birla Capital Ltd.,2201.04,5010.26,263.83,227.66,8084.66,8084.66,95.14,36.17,0.29122024785209744,56.97,-867.26,7211.3,36.17,-690.33,22002.37,197.64
150,3/31/2019,Aditya Birla Capital Ltd.,2201.4,5093.6,288.93,298.53,8906.71,8906.71,68.18,-9.6,0.13,-8.78,-665.76,7295.0,-9.6,-1441.87,21072.01,169.61
151,3/31/2020,Aditya Birla Capital Ltd.,2413.76,7042.96,291.3,261.45,9629.11,9629.11,67.09,29.85,0.5,80.76,-657.96,9456.720000000001,29.85,6.54,21857.38,147.85
152,3/31/2021,Aditya Birla Capital Ltd.,2415.28,7134.31,191.73,118.7,9742.38,9742.38,78.61,73.03,0.46,-83.08,79.04,9549.59,73.03,-5.11,21506.98,108.83
153,3/31/2012,Aditya Birla Fashion & Retail Ltd.,0.5,0.2,18.82,17.61,3.79,3.79,2.58,1.22,17.43,0.02,-67.81334777775037,0.7,1.08,-0.35,24317.79,16.89
154,3/31/2013,Aditya Birla Fashion & Retail Ltd.,0.5,-77.79,1348.36,1393.91,2882.28,2882.28,1589.06,-68.89,1273.19,2.7,-820.21,-77.29,-68.89,-431.97,24284.94,1181.44
155,3/31/2014,Aditya Birla Fashion & Retail Ltd.,92.79,486.17,1666.34,1891.57,2153.23,2153.23,510.29,-187.73,1654.82,70.13,681.32,578.96,-187.73,-108.73,23144.83,1651.97
156,3/31/2015,Aditya Birla Fashion & Retail Ltd.,92.79,252.27,1853.51,2146.07,2142.45,2142.45,798.71,-228.14,1832.45,-35.91,-108.78,345.06,-228.14,-347.37,22900.85,1827.71
157,3/31/2016,Aditya Birla Fashion & Retail Ltd.,768.84,132.87,6062.92,6412.26,4584.26,4584.26,2880.34,-109.75,6024.9,310.87,-185.89,901.71,-109.75,-1034.76,22502.05,5860.95
158,3/31/2017,Aditya Birla Fashion & Retail Ltd.,770.53,184.89,6671.13,6615.02,5049.23,5049.23,2570.48,53.5,6625.55,425.19,-445.62,955.42,53.5,-536.05,21469.84,6142.43
159,3/31/2018,Aditya Birla Fashion & Retail Ltd.,771.69,319.56,7214.22,7342.5,5756.04,5756.04,3185.05,117.79,7181.41,595.12,-325.2,1091.25,117.79,-726.56,21610.6,6901.97
160,3/31/2019,Aditya Birla Fashion & Retail Ltd.,773.48,655.3,8182.5,8089.78,6635.41,6635.41,4090.8,321.22,8117.72,527.61,-276.55,1428.78,321.22,-978.2,21239.94,7742.93
161,3/31/2020,Aditya Birla Fashion & Retail Ltd.,773.95,311.9,8807.62,9311.6,9713.58,9713.58,5700.32,-145.19,8742.53,661.68,-574.13,1085.85,-145.19,-1853.6,22032.86,7814.94
162,3/31/2021,Aditya Birla Fashion & Retail Ltd.,915.05,1769.51,5253.78,5293.86,10064.3,10064.3,4147.5,-649.64,5181.14,1150.27,-984.62,2684.56,-649.64,-809.56,21765.43,3927.15
163,3/31/2012,Aditya Birla Sun Life A M C Ltd.,18.0,283.38,349.92,273.61,391.47,391.47,79.49,76.31,20.186717656481534,19.88,-21.16,301.38,76.31,89.13,11946.24,149.51
164,3/31/2013,Aditya Birla Sun Life A M C Ltd.,18.0,370.69,435.1,347.79,497.52,497.52,107.35,87.31,20.191768688192738,62.82,-63.3,388.69,87.31,179.06,11963.52,174.32
165,3/31/2014,Aditya Birla Sun Life A M C Ltd.,18.0,476.33,513.9,408.26,601.32,601.32,105.87,105.64,20.19742362087538,105.0,-106.64,494.33,105.64,205.7,11894.4,194.21
166,3/31/2015,Aditya Birla Sun Life A M C Ltd.,18.0,602.67,610.71,484.37,735.33,735.33,94.76,126.34,20.206051509191532,91.74,-84.92,620.67,126.34,258.1,11964.96,232.18
167,3/31/2016,Aditya Birla Sun Life A M C Ltd.,18.0,812.16,756.54,547.05,1105.75,1105.75,229.64,209.49,20.178874669977176,230.57,-230.18,830.16,209.49,435.4,12084.48,288.92
168,3/31/2017,Aditya Birla Sun Life A M C Ltd.,18.0,973.08,987.05,765.95,1616.46,1616.46,200.06,221.1,20.112180826228926,276.54,-211.81,991.08,160.92,533.3,11881.44,341.92
169,3/31/2018,Aditya Birla Sun Life A M C Ltd.,18.0,1161.56,1294.96,953.48,1525.77,1525.77,305.35,341.48,23.08,302.6,-65.3,1179.56,101.01,-147.29,11812.32,436.82
170,3/31/2019,Aditya Birla Sun Life A M C Ltd.,18.0,1245.18,1390.99,942.12,1483.89,1483.89,197.37,448.87,20.9,286.6,67.87,1263.18,88.3,-89.78,11689.92,493.17
171,3/31/2020,Aditya Birla Sun Life A M C Ltd.,18.0,1328.08,1215.42,729.52,1608.67,1608.67,173.38,485.9,16.37,492.27,-65.76,1346.08,88.07,-30.55,11818.08,426.84
172,3/31/2021,Aditya Birla Sun Life A M C Ltd.,18.0,1705.19,1178.07,662.23,2017.8,2017.8,202.08,515.84,6.19,501.96,-339.73,1723.19,375.84,-53.95,11554.56,383.7
173,3/31/2012,Advanced Enzyme Technologies Ltd.,20.73,60.28,122.47,105.56,192.09,192.09,70.29,20.76,119.34,25.37,-39.51,81.01,18.35,-15.15,3373.2,91.47
174,3/31/2013,Advanced Enzyme Technologies Ltd.,21.77,108.84,152.28,137.29,235.38,235.38,64.27,23.42,150.61,17.86,-27.76,130.61,19.6,12.56,3331.28,116.29
175,3/31/2014,Advanced Enzyme Technologies Ltd.,21.77,116.23,135.22,133.11,228.63,228.63,60.27,8.61,133.53,12.78,-5.56,138.0,7.38,11.4,3251.89,109.53
176,3/31/2015,Advanced Enzyme Technologies Ltd.,21.77,134.11,134.62,116.46,223.26,223.26,46.86,19.29,133.52,33.5,-6.69,155.88000000000002,18.08,21.65,3258.04,98.27
177,3/31/2016,Advanced Enzyme Technologies Ltd.,21.77,152.42,149.52,134.34,261.57,261.57,55.14,20.89,148.53,22.33,-26.53,174.19,18.31,22.95,3213.88,116.14
178,3/31/2017,Advanced Enzyme Technologies Ltd.,22.33,232.9,191.4,159.77,331.9,331.9,44.3,34.57,183.78,21.05,-54.85,255.23000000000002,34.57,46.79,3124.99,138.54
179,3/31/2018,Advanced Enzyme Technologies Ltd.,22.33,266.56,220.93,184.64,385.75,385.75,70.07,35.89,215.3,22.59,-22.04,288.89,31.18,25.97,3047.29,164.39
180,3/31/2019,Advanced Enzyme Technologies Ltd.,22.33,297.14,227.71,187.08,386.36,386.36,45.07,35.23,222.09,35.38,-1.91,319.46999999999997,29.09,53.41,2983.56,163.65
181,3/31/2020,Advanced Enzyme Technologies Ltd.,22.34,348.15,256.36,204.08,426.78,426.78,35.7,57.96,247.35,45.99,-24.94,370.48999999999995,50.27,84.34,3065.74,174.96
182,3/31/2021,Advanced Enzyme Technologies Ltd.,22.35,413.1,290.31,218.03,490.82,490.82,41.27,71.01,283.48,84.18,-69.9,435.45000000000005,64.31,115.15,3002.01,180.96
183,3/31/2012,Aegis Logistics Ltd.,33.4,264.23,305.19,263.84,458.65,458.65,90.31,41.06,283.5,35.11,-42.1,297.63,33.3,47.58,7802.73,223.9
184,3/31/2013,Aegis Logistics Ltd.,33.4,289.63,402.8,367.44,546.75,546.75,110.98,40.07,383.07,47.39,-90.85,323.03,25.4,-8.96,8011.57,327.16
185,3/31/2014,Aegis Logistics Ltd.,33.4,288.54,379.87,363.6,602.83,602.83,158.85,19.41,370.03,32.64,-96.53,321.94,-1.11,-99.7,7779.92,319.46
186,3/31/2015,Aegis Logistics Ltd.,33.4,370.91,441.0,328.9,600.09,600.09,112.45,109.39,344.32,35.1,124.89,404.31,84.34,-13.86,7820.28,274.21
187,3/31/2016,Aegis Logistics Ltd.,33.4,388.61,368.35,308.06,610.22,610.22,112.5,53.87,357.35,67.54,-19.58,422.01,17.69,-59.48,8057.2,258.38
188,3/31/2017,Aegis Logistics Ltd.,33.4,665.49,414.12,357.54,1144.07,1144.07,302.65,66.31,388.59,65.43,-120.18,698.89,39.55,-119.23,7497.36,295.94
189,3/31/2018,Aegis Logistics Ltd.,33.4,735.32,531.12,432.01,1264.11,1264.11,356.15,100.92,501.25,64.18,-94.77,768.72,70.37,-194.59,7504.38,391.44
190,3/31/2019,Aegis Logistics Ltd.,33.4,776.86,728.17,648.54,1263.66,1263.66,298.57,88.62,707.06,161.01,-56.13,810.26,41.6,-158.5,7069.14,559.92
191,3/31/2020,Aegis Logistics Ltd.,33.97,971.3,926.24,899.64,1766.1,1766.1,354.48,24.69,859.71,186.83,-50.9,1005.27,-22.86,-176.99,7197.26,853.37
192,3/31/2021,Aegis Logistics Ltd.,35.1,1184.54,787.49,646.14,2133.58,2133.58,412.59,155.97,704.9,240.82,-352.65,1219.6399999999999,114.53,-202.29,7184.97,553.03
193,3/31/2012,Affle (India) Ltd.,8.33,-8.48,3.71,8.8,7.91,7.91,2.34,-5.09,3.58,4.572147516207464,-5.404020845537103,-0.15000000000000036,-5.09,5.13,13501.66,8.08
194,3/31/2013,Affle (India) Ltd.,9.97,-9.91,7.68,9.11,10.41,10.41,4.5,-1.43,7.31,4.067269477082313,-4.385794221412589,0.0600000000000005,-1.43,3.15,13347.76,8.5
195,3/31/2014,Affle (India) Ltd.,10.53,-10.11,14.84,15.04,14.41,14.41,8.44,-0.2,14.52,0.18,0.34,0.41999999999999993,-0.2,4.6,13082.59,11.78
196,3/31/2015,Affle (India) Ltd.,15.82,-7.83,39.46,37.18,29.18,29.18,20.81,2.28,39.33,0.43,0.51,7.99,2.28,7.01,12915.36,35.75
197,3/31/2016,Affle (India) Ltd.,15.82,-2.9,75.26,70.34,43.46,43.46,25.7,4.92,72.43,5.82,-7.8,12.92,4.92,4.85,13620.92,68.7
198,3/31/2017,Affle (India) Ltd.,24.29,-3.26,67.21,66.6,52.09,52.09,29.62,0.61,66.2,5.83,-5.7,21.03,0.61,6.03,13201.85,60.29
199,3/31/2018,Affle (India) Ltd.,24.29,5.88,84.88,76.05,66.5,66.5,34.0,8.83,84.52,17.41,-1.41,30.169999999999998,8.83,17.17,12760.12,65.78
200,3/31/2019,Affle (India) Ltd.,24.29,21.98,123.16,106.48,107.27,107.27,57.73,16.68,121.21,17.53,-22.28,46.269999999999996,16.68,8.23,12396.35,93.92
201,3/31/2020,Affle (India) Ltd.,25.5,139.55,188.79,155.9,278.04,278.04,97.6,32.89,182.23,32.01,-68.41,165.05,32.89,85.49,12751.46,135.7
202,3/31/2021,Affle (India) Ltd.,25.5,167.7,273.17,244.94,338.65,338.65,99.38,28.23,266.73,15.26,-51.6,193.2,28.23,51.22,13064.6,225.43
203,3/31/2012,Ajanta Pharma Ltd.,11.71,260.04,613.7,580.2,618.86,618.86,245.46,66.49,612.37,38.85,-50.2,271.75,56.29,54.48,15148.66,512.21
204,3/31/2013,Ajanta Pharma Ltd.,11.71,344.48,852.65,762.94,676.05,676.05,217.77,101.12,845.24,205.66,-98.45,356.19,83.95,91.51,15329.75,646.47
205,3/31/2014,Ajanta Pharma Ltd.,17.58,518.65,1135.84,907.84,880.0,880.0,263.96,220.86,1117.57,189.71,-175.57,536.23,179.7,161.77,15136.71,763.96
206,3/31/2015,Ajanta Pharma Ltd.,17.59,768.65,1404.62,1087.07,1087.53,1087.53,244.83,308.33,1367.85,262.92,-145.63,786.24,249.82,297.3,15236.64,884.33
207,3/31/2016,Ajanta Pharma Ltd.,17.6,1114.01,1663.5,1282.56,1431.09,1431.09,253.13,421.95,1573.6,276.67,-139.39,1131.61,287.31,418.12,15199.91,1081.5
208,3/31/2017,Ajanta Pharma Ltd.,17.6,1486.25,1889.66,1382.56,1765.42,1765.42,217.14,499.81,1822.71,536.9,-339.65,1503.85,370.9,514.66,15425.84,1143.38
209,3/31/2018,Ajanta Pharma Ltd.,17.6,1913.81,1906.35,1527.98,2318.65,2318.65,305.99,427.52,1830.45,219.16,-201.12,1931.4099999999999,427.52,715.02,15410.04,1324.42
210,3/31/2019,Ajanta Pharma Ltd.,17.45,2124.54,1874.81,1550.43,2799.0,2799.0,432.47,391.76,1772.62,311.82,-136.88,2141.99,312.17,679.31,15384.41,1350.08
211,3/31/2020,Ajanta Pharma Ltd.,17.45,2443.76,2380.62,1930.47,3350.63,3350.63,626.9,441.13,2196.42,300.88,-115.91,2461.21,325.21,882.35,15735.48,1631.77
212,3/31/2021,Ajanta Pharma Ltd.,17.3,2867.59,2830.54,2229.5,3950.33,3950.33,719.85,675.64,2718.59,466.99,-162.68,2884.8900000000003,592.74,1228.82,15568.49,1851.73
213,3/31/2012,Akzo Nobel India Ltd.,36.8,1393.1,2275.6,2143.9,2250.0,2250.0,696.6,201.8,2153.6,146.0,-26.7,1429.8999999999999,90.3,929.6,8119.61,2047.6
214,3/31/2013,Akzo Nobel India Ltd.,46.7,1058.6,2613.8,2383.3,2350.1,2350.1,1129.9,219.2,2473.2,208.0,33.1,1105.3,-217.5,342.4,8115.06,2270.1
215,3/31/2014,Akzo Nobel India Ltd.,46.7,801.1,2740.7,2607.6,2085.9,2085.9,1113.4,150.2,2684.0,170.8,250.5,847.8000000000001,-259.2,240.4,8164.01,2501.6
216,3/31/2015,Akzo Nobel India Ltd.,46.7,873.3,2868.3,2698.9,1849.1,1849.1,806.8,186.3,2791.6,156.6,238.7,920.0,74.3,304.1,8053.58,2556.0
217,3/31/2016,Akzo Nobel India Ltd.,46.7,1115.8,3003.1,2783.2,3033.9,3033.9,1745.3,214.2,2934.7,263.2,-157.2,1162.5,102.2,610.9,7999.16,2619.3
218,3/31/2017,Akzo Nobel India Ltd.,46.7,962.2,3628.7,3398.3,3014.9,3014.9,1873.5,247.0,3276.1,143.3,223.2,1008.9000000000001,-146.1,415.9,7887.81,2972.8
219,3/31/2018,Akzo Nobel India Ltd.,46.7,1243.5,3753.7,3328.6,3532.0,3532.0,2121.4,400.6,3193.2,180.7,-5.6,1290.2,277.0,621.4,7767.81,2865.8
220,3/31/2019,Akzo Nobel India Ltd.,45.6,1090.0,3509.1,3312.5,3494.8,3494.8,2227.8,211.0,3459.4,141.0,182.2,1135.6,90.2,505.6,7950.43,3117.5
221,3/31/2020,Akzo Nobel India Ltd.,45.5,1191.8,3309.1,3097.6,3818.8,3818.8,981.2,237.4,3265.5,374.6,4.4,1237.3,105.6,620.0,7851.61,2914.4
222,3/31/2021,Akzo Nobel India Ltd.,45.5,1242.1,3026.3,2835.9,4087.0,4087.0,1121.4,207.6,3001.9,282.7,-224.7,1287.6,52.8,638.0,8125.3,2670.2
223,3/31/2012,Alembic Pharmaceuticals Ltd.,37.7,323.16,1396.17,1340.07,1063.39,1063.39,560.97,120.54,1380.29,125.42,-56.4,360.86,89.87,57.94,14390.39,1229.63
224,3/31/2013,Alembic Pharmaceuticals Ltd.,37.7,422.06,1515.13,1336.35,1107.6,1107.6,528.03,157.44,1501.39,274.78,-67.01,459.76,102.3,148.42,14391.37,1233.56
225,3/31/2014,Alembic Pharmaceuticals Ltd.,37.7,592.0,1855.94,1658.3,1340.2,1340.2,599.85,238.29,1851.49,263.12,-111.03,629.7,172.13,234.71,14149.6,1523.56
226,3/31/2015,Alembic Pharmaceuticals Ltd.,37.7,795.86,2039.67,1825.95,1533.6,1533.6,611.36,286.61,2034.04,180.23,-198.51,833.5600000000001,207.2,236.71,14300.95,1697.97
227,3/31/2016,Alembic Pharmaceuticals Ltd.,37.7,1493.05,3052.84,2450.04,2213.93,2213.93,575.58,698.74,3009.02,847.52,-292.75,1530.75,619.33,742.49,14484.74,2163.38
228,3/31/2017,Alembic Pharmaceuticals Ltd.,37.7,1829.62,2989.18,2606.45,2565.39,2565.39,548.64,430.63,2986.06,327.17,-513.25,1867.32,339.87,548.53,14264.59,2410.02
229,3/31/2018,Alembic Pharmaceuticals Ltd.,37.7,2156.93,2986.09,2600.28,3753.69,3753.69,900.14,421.99,2945.52,304.54,-793.23,2194.6299999999997,331.23,474.67,14138.79,2395.03
230,3/31/2019,Alembic Pharmaceuticals Ltd.,37.7,2674.71,3689.87,3159.08,4646.77,4646.77,1242.88,611.21,3660.68,808.8,-771.12,2712.41,520.3,392.71,13944.19,2906.7
231,3/31/2020,Alembic Pharmaceuticals Ltd.,37.7,3308.31,4279.13,3486.24,5995.48,5995.48,1455.72,969.4,4132.95,539.75,-822.34,3346.0099999999998,643.43,485.07,14294.07,3145.41
232,3/31/2021,Alembic Pharmaceuticals Ltd.,39.31,5214.92,5134.96,4116.69,6921.33,6921.33,1125.82,1175.39,5051.83,1485.29,-925.63,5254.2300000000005,1175.39,937.55,14136.82,3742.73
233,3/31/2012,Alkem Laboratories Ltd.,11.96,1893.57,2143.67,1776.89,3194.84,3194.84,1091.45,425.48,2010.33,106.94,-723.31,1905.53,397.69,-22.82,37515.91,1662.6
234,3/31/2013,Alkem Laboratories Ltd.,11.96,2361.91,2577.29,2204.48,4061.62,4061.62,1513.63,496.13,2408.97,125.46,-437.9,2373.87,468.34,-114.34,37539.82,2067.96
235,3/31/2014,Alkem Laboratories Ltd.,11.96,2778.05,2952.37,2560.9,4265.25,4265.25,1315.56,444.11,2781.52,264.38,119.09,2790.01,416.14,-40.54,37040.04,2420.47
236,3/31/2015,Alkem Laboratories Ltd.,23.91,3080.69,3436.2,3080.13,4898.59,4898.59,1611.64,367.69,3210.25,241.55,-259.87,3104.6,311.01,94.52,36800.31,2879.05
237,3/31/2016,Alkem Laboratories Ltd.,23.91,3575.59,4202.32,3536.19,4991.97,4991.97,1177.29,700.19,3938.71,629.82,310.81,3599.5,517.44,310.94,37142.27,3231.05
238,3/31/2017,Alkem Laboratories Ltd.,23.91,4368.74,4785.05,4113.81,6097.62,6097.62,1443.84,883.16,4666.54,499.06,-361.9,4392.65,796.82,724.16,36372.27,4000.71
239,3/31/2018,Alkem Laboratories Ltd.,23.91,4861.45,5381.92,4757.5,7025.61,7025.61,1809.75,715.84,5281.47,318.26,-273.11,4885.36,499.98,684.64,37037.65,4371.04
240,3/31/2019,Alkem Laboratories Ltd.,23.91,5441.3,5910.21,5023.81,7525.29,7525.29,1703.97,799.84,5842.99,745.09,-313.06,5465.21,584.03,924.53,37257.65,4698.23
241,3/31/2020,Alkem Laboratories Ltd.,23.91,6256.53,6988.97,5758.24,9332.38,9332.38,2619.55,1264.42,6861.98,681.78,-995.17,6280.44,832.51,575.97,36760.26,5416.24
242,3/31/2021,Alkem Laboratories Ltd.,23.91,7601.84,7665.33,6281.54,11003.02,11003.02,2951.15,1685.08,7475.96,1324.48,-1120.99,7625.75,1350.3,1938.83,35596.29,5828.46
243,3/31/2012,Alkyl Amines Chemicals Ltd.,10.2,78.68,311.25,291.76,293.46,293.46,119.49,17.16,308.35,35.63,-19.1,88.88000000000001,12.42,14.88,13749.72,258.03
244,3/31/2013,Alkyl Amines Chemicals Ltd.,10.2,96.64,397.21,379.56,362.17,362.17,160.01,23.93,395.88,22.48,-27.42,106.84,17.96,30.16,13516.83,343.95
245,3/31/2014,Alkyl Amines Chemicals Ltd.,10.2,129.98,484.38,442.63,427.76,427.76,179.29,42.88,480.87,45.95,-25.87,140.17999999999998,33.33,45.84,13170.82,396.59
246,3/31/2015,Alkyl Amines Chemicals Ltd.,10.2,164.61,519.44,467.66,427.0,427.0,148.26,45.42,516.29,60.66,-30.78,174.81,35.6,41.52,13707.33,423.21
247,3/31/2016,Alkyl Amines Chemicals Ltd.,10.2,189.26,526.3,485.8,444.25,444.25,145.89,49.85,523.29,99.2,-33.05,199.45999999999998,25.3,48.3,13746.92,437.42
248,3/31/2017,Alkyl Amines Chemicals Ltd.,10.2,235.36,542.92,491.7,570.02,570.02,160.57,50.36,541.78,63.48,-64.87,245.56,50.36,58.29,13580.67,444.96
249,3/31/2018,Alkyl Amines Chemicals Ltd.,10.2,286.93,627.97,553.27,715.44,715.44,179.56,64.29,624.82,101.59,-132.17,297.13,52.01,38.71,13366.93,496.19
250,3/31/2019,Alkyl Amines Chemicals Ltd.,10.2,354.77,850.35,787.49,863.9,863.9,247.79,83.74,846.41,144.21,-66.78,364.96999999999997,66.52,42.84,13360.29,702.34
251,3/31/2020,Alkyl Amines Chemicals Ltd.,10.2,526.39,1032.75,809.2,918.94,918.94,153.8,215.28,992.89,188.57,-40.68,536.59,171.02,139.61,13377.92,727.32
252,3/31/2021,Alkyl Amines Chemicals Ltd.,10.21,782.12,1249.4,964.88,1359.74,1359.74,281.78,295.34,1242.44,364.03,-212.67,792.33,254.53,232.67,13360.29,822.91
253,3/31/2012,Allcargo Logistics Ltd.,26.11,1114.02,1131.57,947.51,2067.72,2067.72,414.25,184.06,1093.46,261.61,-438.46,1140.1299999999999,161.3,-49.65,7684.13,750.57
254,3/31/2013,Allcargo Logistics Ltd.,25.28,1149.86,1091.36,975.79,2144.72,2144.72,605.29,115.57,1020.13,230.11,-46.86,1175.1399999999999,93.39,-139.23,7605.5,784.49
255,3/31/2014,Allcargo Logistics Ltd.,25.21,1190.66,1022.04,965.92,2109.93,2109.93,491.77,56.12,974.38,233.26275297997816,-155.39893752932173,1215.8700000000001,34.0,-62.07,7550.22,780.75
256,3/31/2015,Allcargo Logistics Ltd.,25.21,1255.04,1179.21,1081.72,1893.07,1893.07,290.9,97.49,1130.94,196.13,27.42,1280.25,67.4,46.83,7432.29,900.3
257,3/31/2016,Allcargo Logistics Ltd.,50.42,1311.84,1247.86,1126.83,1880.54,1880.54,389.73,121.03,1201.91,197.19,-32.06,1362.26,57.01,-0.43,7422.46,968.06
258,3/31/2017,Allcargo Logistics Ltd.,49.14,1293.27,1200.01,1093.69,2080.7,2080.7,429.87,106.32,1177.11,179.2,-178.12,1342.41,106.32,17.43,7125.17,932.17
259,3/31/2018,Allcargo Logistics Ltd.,49.14,1267.77,1247.41,1218.54,2034.86,2034.86,419.74,28.87,1198.41,157.61,5.61,1316.91,-25.82,86.0,6870.88,998.87
260,3/31/2019,Allcargo Logistics Ltd.,49.14,1292.08,1702.0,1481.5,2285.36,2285.36,480.63,220.5,1528.93,154.31,-130.32,1341.22,57.6,49.96,6288.58,1320.28
261,3/31/2020,Allcargo Logistics Ltd.,49.14,1422.79,1894.54,1674.79,3041.38,3041.38,956.98,219.75,1619.68,217.02,-511.86,1471.93,130.91,-57.65,6545.33,1420.59
262,3/31/2021,Allcargo Logistics Ltd.,49.14,1559.99,2154.12,1962.77,3310.22,3310.22,1294.69,191.35,1970.71,170.71,189.55,1609.13,142.21,-315.93,6997.41,1764.64
263,3/31/2011,Alok Industries Ltd.,787.78,2309.8,6755.52,6573.71,14296.97,14296.97,4540.86,404.36,6633.57,1126.08,-2045.15,3097.58,381.4,-336.37,11146.96,4833.24
264,3/31/2012,Alok Industries Ltd.,826.27,2828.24,9471.54,10607.67,18334.18,18334.18,6787.78,380.53,9266.98,-115.39,-967.1,3654.5099999999998,351.72,575.57,10973.18,7814.94
265,9/30/2013,Alok Industries Ltd.,1377.12,3710.99,20906.17,22495.16,25749.49,25749.49,10565.4,920.16,20558.12,-271.73,-725.18,5088.11,871.82,3167.49,10600.79,17210.05
266,3/31/2015,Alok Industries Ltd.,1377.32,4038.49,22719.56,17915.21,29430.54,29430.54,13094.12,348.76,22500.31,3373.76,-736.0,5415.8099999999995,348.76,4754.4,10650.44,12766.77
267,3/31/2016,Alok Industries Ltd.,1357.86,5072.02,12244.13,15879.41,36795.6,36795.6,16206.9,-4205.94,11952.2,-2518.47,79.36,6429.88,-4205.94,841.95,10625.61,10394.77
268,3/31/2017,Alok Industries Ltd.,1357.86,1637.87,8533.56,11942.43,37038.57,37038.57,21587.13,-3502.42,8338.14,-98.06,-99.94,2995.7299999999996,-3502.42,-6944.53,10402.18,8808.72
269,3/31/2018,Alok Industries Ltd.,1368.63,-16567.71,5511.12,23754.67,39839.22,39839.22,39265.1,-18217.34,5408.42,-128.33,194.05,-15199.079999999998,-18217.34,-14839.97,10327.7,6388.05
